id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
3575,1621,2024-2025,Nouveau,2022-03-24,Génie Informatique,S2,2024-2025
3576,1622,2020-2021,Nouveau,2021-06-04,Droit des Affaires,S2,2020-2021
3577,1623,2021-2022,Nouveau,2020-11-10,Marketing,S3,2021-2022
3578,1623,2023-2024,Réinscrit,2020-05-13,Marketing,S4,2023-2024
3579,1623,2021-2022,Réinscrit,2024-03-27,Marketing,S3,2021-2022
3580,1623,2021-2022,Réinscrit,2020-11-22,Marketing,S6,2021-2022
3581,1624,2024-2025,Nouveau,2021-01-25,Génie Civil,S1,2024-2025
3582,1625,2020-2021,Nouveau,2024-03-02,Finance & Comptabilité,S5,2020-2021
3583,1625,2024-2025,Réinscrit,2021-01-02,Finance & Comptabilité,S6,2024-2025
3584,1625,2021-2022,Réinscrit,2019-02-06,Finance & Comptabilité,S4,2021-2022
3585,1625,2022-2023,Réinscrit,2022-12-06,Finance & Comptabilité,S6,2022-2023
3586,1626,2022-2023,Nouveau,2024-02-05,Droit des Affaires,S5,2022-2023
3587,1626,2021-2022,Réinscrit,2022-01-12,Droit des Affaires,S2,2021-2022
3588,1627,2023-2024,Nouveau,2024-02-29,Finance & Comptabilité,S6,2023-2024
3589,1627,2023-2024,Réinscrit,2022-09-02,Finance & Comptabilité,S5,2023-2024
3590,1627,2023-2024,Réinscrit,2021-12-24,Finance & Comptabilité,S1,2023-2024
3591,1628,2020-2021,Nouveau,2021-11-20,Génie Informatique,S4,2020-2021
3592,1628,2023-2024,Réinscrit,2022-04-25,Génie Informatique,S2,2023-2024
3593,1629,2020-2021,Nouveau,2020-08-22,Droit des Affaires,S4,2020-2021
3594,1629,2022-2023,Réinscrit,2019-12-10,Droit des Affaires,S3,2022-2023
3595,1629,2023-2024,Réinscrit,2020-02-07,Droit des Affaires,S4,2023-2024
3596,1629,2023-2024,Réinscrit,2023-04-15,Droit des Affaires,S6,2023-2024
3597,1630,2020-2021,Nouveau,2021-12-05,Marketing,S3,2020-2021
3598,1630,2024-2025,Réinscrit,2021-01-29,Marketing,S4,2024-2025
3599,1631,2024-2025,Nouveau,2022-04-16,Génie Informatique,S3,2024-2025
3600,1632,2023-2024,Nouveau,2023-01-21,Génie Civil,S4,2023-2024
3601,1632,2023-2024,Réinscrit,2023-02-19,Génie Civil,S3,2023-2024
3602,1632,2020-2021,Réinscrit,2021-09-04,Génie Civil,S4,2020-2021
3603,1633,2022-2023,Nouveau,2019-03-06,Marketing,S3,2022-2023
3604,1633,2023-2024,Réinscrit,2023-04-06,Marketing,S2,2023-2024
3605,1634,2024-2025,Nouveau,2020-12-23,Droit des Affaires,S6,2024-2025
3606,1634,2020-2021,Réinscrit,2022-05-13,Droit des Affaires,S2,2020-2021
3607,1635,2020-2021,Nouveau,2022-12-02,Marketing,S1,2020-2021
3608,1636,2022-2023,Nouveau,2019-05-18,Génie Civil,S6,2022-2023
3609,1636,2020-2021,Réinscrit,2024-06-25,Génie Civil,S2,2020-2021
3610,1636,2022-2023,Réinscrit,2024-09-02,Génie Civil,S2,2022-2023
3611,1637,2024-2025,Nouveau,2023-02-07,Finance & Comptabilité,S6,2024-2025
3612,1637,2021-2022,Réinscrit,2021-12-02,Finance & Comptabilité,S2,2021-2022
3613,1638,2022-2023,Nouveau,2023-04-21,Finance & Comptabilité,S2,2022-2023
3614,1638,2024-2025,Réinscrit,2021-06-15,Finance & Comptabilité,S1,2024-2025
3615,1638,2020-2021,Réinscrit,2018-11-22,Finance & Comptabilité,S5,2020-2021
3616,1639,2024-2025,Nouveau,2023-02-16,Génie Electrique,S4,2024-2025
3617,1640,2021-2022,Nouveau,2021-11-03,Finance & Comptabilité,S3,2021-2022
3618,1641,2021-2022,Nouveau,2021-06-09,Génie Informatique,S1,2021-2022
3619,1642,2020-2021,Nouveau,2022-11-26,Génie Civil,S6,2020-2021
3620,1642,2023-2024,Réinscrit,2020-02-20,Génie Civil,S6,2023-2024
3621,1642,2022-2023,Réinscrit,2019-08-14,Génie Civil,S1,2022-2023
3622,1643,2024-2025,Nouveau,2023-04-29,Finance & Comptabilité,S1,2024-2025
3623,1644,2024-2025,Nouveau,2020-05-14,Marketing,S1,2024-2025
3624,1645,2021-2022,Nouveau,2022-03-02,Droit des Affaires,S3,2021-2022
3625,1645,2023-2024,Réinscrit,2024-05-30,Droit des Affaires,S6,2023-2024
3626,1645,2020-2021,Réinscrit,2022-01-20,Droit des Affaires,S3,2020-2021
3627,1645,2023-2024,Réinscrit,2020-12-09,Droit des Affaires,S1,2023-2024
3628,1646,2024-2025,Nouveau,2023-12-14,Génie Civil,S4,2024-2025
3629,1646,2022-2023,Réinscrit,2023-06-26,Génie Civil,S1,2022-2023
3630,1646,2021-2022,Réinscrit,2023-03-23,Génie Civil,S5,2021-2022
3631,1647,2023-2024,Nouveau,2021-11-08,Finance & Comptabilité,S6,2023-2024
3632,1647,2024-2025,Réinscrit,2024-05-07,Finance & Comptabilité,S2,2024-2025
3633,1647,2023-2024,Réinscrit,2018-11-10,Finance & Comptabilité,S4,2023-2024
3634,1648,2022-2023,Nouveau,2019-11-18,Génie Informatique,S4,2022-2023
3635,1648,2021-2022,Réinscrit,2018-12-11,Génie Informatique,S4,2021-2022
3636,1648,2021-2022,Réinscrit,2023-09-06,Génie Informatique,S3,2021-2022
3637,1648,2023-2024,Réinscrit,2019-11-21,Génie Informatique,S6,2023-2024
3638,1649,2022-2023,Nouveau,2020-04-11,Génie Electrique,S6,2022-2023
3639,1649,2020-2021,Réinscrit,2019-09-26,Génie Electrique,S5,2020-2021
3640,1649,2021-2022,Réinscrit,2020-12-29,Génie Electrique,S4,2021-2022
3641,1650,2020-2021,Nouveau,2020-04-01,Génie Electrique,S4,2020-2021
3642,1650,2024-2025,Réinscrit,2023-12-23,Génie Electrique,S5,2024-2025
3643,1651,2020-2021,Nouveau,2024-03-14,Droit des Affaires,S3,2020-2021
3644,1651,2023-2024,Réinscrit,2022-02-27,Droit des Affaires,S6,2023-2024
3645,1652,2021-2022,Nouveau,2019-01-28,Droit des Affaires,S3,2021-2022
3646,1652,2024-2025,Réinscrit,2023-03-24,Droit des Affaires,S1,2024-2025
3647,1652,2022-2023,Réinscrit,2021-01-04,Droit des Affaires,S5,2022-2023
3648,1653,2024-2025,Nouveau,2024-04-09,Droit des Affaires,S3,2024-2025
3649,1653,2021-2022,Réinscrit,2022-04-11,Droit des Affaires,S4,2021-2022
3650,1653,2023-2024,Réinscrit,2024-06-08,Droit des Affaires,S5,2023-2024
3651,1653,2020-2021,Réinscrit,2019-11-05,Droit des Affaires,S4,2020-2021
3652,1654,2023-2024,Nouveau,2020-02-04,Génie Civil,S1,2023-2024
3653,1655,2024-2025,Nouveau,2020-01-11,Droit des Affaires,S2,2024-2025
3654,1655,2021-2022,Réinscrit,2023-07-29,Droit des Affaires,S1,2021-2022
3655,1656,2023-2024,Nouveau,2024-03-21,Droit des Affaires,S2,2023-2024
3656,1657,2021-2022,Nouveau,2023-05-10,Génie Informatique,S4,2021-2022
3657,1657,2020-2021,Réinscrit,2021-12-29,Génie Informatique,S1,2020-2021
3658,1657,2023-2024,Réinscrit,2021-12-19,Génie Informatique,S6,2023-2024
3659,1657,2022-2023,Réinscrit,2024-07-11,Génie Informatique,S3,2022-2023
3660,1658,2024-2025,Nouveau,2020-07-11,Génie Informatique,S2,2024-2025
3661,1658,2022-2023,Réinscrit,2024-07-14,Génie Informatique,S6,2022-2023
3662,1658,2021-2022,Réinscrit,2022-10-30,Génie Informatique,S5,2021-2022
3663,1659,2023-2024,Nouveau,2023-11-09,Génie Informatique,S2,2023-2024
3664,1659,2022-2023,Réinscrit,2020-03-08,Génie Informatique,S2,2022-2023
3665,1659,2024-2025,Réinscrit,2023-12-24,Génie Informatique,S1,2024-2025
3666,1660,2023-2024,Nouveau,2020-09-04,Droit des Affaires,S2,2023-2024
3667,1660,2023-2024,Réinscrit,2019-06-02,Droit des Affaires,S1,2023-2024
3668,1660,2022-2023,Réinscrit,2020-10-08,Droit des Affaires,S2,2022-2023
3669,1661,2024-2025,Nouveau,2023-10-23,Finance & Comptabilité,S3,2024-2025
3670,1662,2020-2021,Nouveau,2023-12-03,Droit des Affaires,S5,2020-2021
3671,1663,2020-2021,Nouveau,2022-08-06,Génie Electrique,S6,2020-2021
3672,1663,2024-2025,Réinscrit,2021-03-14,Génie Electrique,S3,2024-2025
3673,1664,2021-2022,Nouveau,2021-09-29,Génie Informatique,S3,2021-2022
3674,1665,2024-2025,Nouveau,2022-02-04,Marketing,S3,2024-2025
3675,1665,2024-2025,Réinscrit,2023-03-10,Marketing,S3,2024-2025
3676,1665,2024-2025,Réinscrit,2024-09-25,Marketing,S6,2024-2025
3677,1665,2021-2022,Réinscrit,2019-07-15,Marketing,S5,2021-2022
3678,1666,2020-2021,Nouveau,2021-02-03,Droit des Affaires,S3,2020-2021
3679,1666,2021-2022,Réinscrit,2021-08-12,Droit des Affaires,S5,2021-2022
3680,1667,2021-2022,Nouveau,2024-07-10,Finance & Comptabilité,S5,2021-2022
3681,1668,2022-2023,Nouveau,2021-10-10,Droit des Affaires,S6,2022-2023
3682,1668,2024-2025,Réinscrit,2023-12-23,Droit des Affaires,S2,2024-2025
3683,1668,2021-2022,Réinscrit,2018-09-11,Droit des Affaires,S2,2021-2022
3684,1668,2021-2022,Réinscrit,2019-09-10,Droit des Affaires,S5,2021-2022
3685,1669,2021-2022,Nouveau,2020-07-07,Marketing,S4,2021-2022
3686,1669,2020-2021,Réinscrit,2022-04-17,Marketing,S1,2020-2021
3687,1670,2021-2022,Nouveau,2024-05-27,Marketing,S4,2021-2022
3688,1671,2023-2024,Nouveau,2022-05-02,Génie Civil,S3,2023-2024
3689,1671,2024-2025,Réinscrit,2019-12-25,Génie Civil,S2,2024-2025
3690,1671,2024-2025,Réinscrit,2023-01-28,Génie Civil,S4,2024-2025
3691,1671,2023-2024,Réinscrit,2023-12-27,Génie Civil,S3,2023-2024
3692,1672,2024-2025,Nouveau,2022-03-22,Finance & Comptabilité,S5,2024-2025
3693,1672,2020-2021,Réinscrit,2021-01-24,Finance & Comptabilité,S2,2020-2021
3694,1672,2022-2023,Réinscrit,2020-04-08,Finance & Comptabilité,S4,2022-2023
3695,1673,2023-2024,Nouveau,2021-06-23,Marketing,S6,2023-2024
3696,1673,2020-2021,Réinscrit,2023-07-20,Marketing,S6,2020-2021
3697,1673,2022-2023,Réinscrit,2020-08-30,Marketing,S1,2022-2023
3698,1673,2022-2023,Réinscrit,2023-11-23,Marketing,S6,2022-2023
3699,1674,2023-2024,Nouveau,2021-01-23,Finance & Comptabilité,S5,2023-2024
3700,1674,2024-2025,Réinscrit,2020-10-22,Finance & Comptabilité,S4,2024-2025
3701,1674,2022-2023,Réinscrit,2020-09-03,Finance & Comptabilité,S6,2022-2023
3702,1675,2021-2022,Nouveau,2023-08-16,Génie Informatique,S3,2021-2022
3703,1676,2020-2021,Nouveau,2022-02-23,Génie Civil,S3,2020-2021
3704,1676,2020-2021,Réinscrit,2022-10-20,Génie Civil,S3,2020-2021
3705,1677,2024-2025,Nouveau,2021-09-23,Génie Electrique,S1,2024-2025
3706,1678,2023-2024,Nouveau,2023-02-18,Marketing,S1,2023-2024
3707,1678,2022-2023,Réinscrit,2021-09-28,Marketing,S6,2022-2023
3708,1678,2020-2021,Réinscrit,2019-01-03,Marketing,S6,2020-2021
3709,1679,2024-2025,Nouveau,2023-10-06,Droit des Affaires,S4,2024-2025
3710,1679,2021-2022,Réinscrit,2023-12-23,Droit des Affaires,S6,2021-2022
3711,1679,2024-2025,Réinscrit,2019-10-31,Droit des Affaires,S1,2024-2025
3712,1679,2022-2023,Réinscrit,2018-12-28,Droit des Affaires,S5,2022-2023
3713,1680,2021-2022,Nouveau,2020-02-22,Génie Civil,S1,2021-2022
3714,1680,2023-2024,Réinscrit,2020-01-03,Génie Civil,S1,2023-2024
3715,1681,2020-2021,Nouveau,2022-03-11,Génie Civil,S1,2020-2021
3716,1681,2024-2025,Réinscrit,2021-10-11,Génie Civil,S2,2024-2025
3717,1681,2024-2025,Réinscrit,2018-11-08,Génie Civil,S3,2024-2025
3718,1681,2022-2023,Réinscrit,2020-07-25,Génie Civil,S5,2022-2023
3719,1682,2024-2025,Nouveau,2018-10-29,Génie Civil,S6,2024-2025
3720,1682,2023-2024,Réinscrit,2023-05-03,Génie Civil,S6,2023-2024
3721,1682,2020-2021,Réinscrit,2019-05-25,Génie Civil,S2,2020-2021
3722,1683,2022-2023,Nouveau,2019-08-10,Génie Civil,S2,2022-2023
3723,1683,2023-2024,Réinscrit,2019-03-02,Génie Civil,S3,2023-2024
3724,1684,2024-2025,Nouveau,2023-04-04,Droit des Affaires,S2,2024-2025
3725,1684,2020-2021,Réinscrit,2022-02-26,Droit des Affaires,S3,2020-2021
3726,1685,2020-2021,Nouveau,2022-06-30,Génie Informatique,S4,2020-2021
3727,1685,2024-2025,Réinscrit,2019-08-19,Génie Informatique,S5,2024-2025
3728,1685,2023-2024,Réinscrit,2019-08-28,Génie Informatique,S1,2023-2024
3729,1686,2021-2022,Nouveau,2019-08-20,Finance & Comptabilité,S2,2021-2022
3730,1687,2024-2025,Nouveau,2018-11-22,Génie Electrique,S2,2024-2025
3731,1687,2020-2021,Réinscrit,2021-02-07,Génie Electrique,S6,2020-2021
3732,1687,2022-2023,Réinscrit,2023-10-30,Génie Electrique,S1,2022-2023
3733,1688,2022-2023,Nouveau,2020-10-22,Génie Electrique,S6,2022-2023
3734,1688,2021-2022,Réinscrit,2022-02-23,Génie Electrique,S1,2021-2022
3735,1689,2022-2023,Nouveau,2020-08-30,Droit des Affaires,S3,2022-2023
3736,1689,2021-2022,Réinscrit,2022-03-16,Droit des Affaires,S4,2021-2022
3737,1689,2021-2022,Réinscrit,2020-10-11,Droit des Affaires,S3,2021-2022
3738,1689,2021-2022,Réinscrit,2020-08-26,Droit des Affaires,S3,2021-2022
3739,1690,2023-2024,Nouveau,2021-08-19,Finance & Comptabilité,S1,2023-2024
3740,1690,2023-2024,Réinscrit,2022-08-25,Finance & Comptabilité,S5,2023-2024
3741,1690,2022-2023,Réinscrit,2022-07-30,Finance & Comptabilité,S6,2022-2023
3742,1691,2021-2022,Nouveau,2019-01-29,Génie Electrique,S5,2021-2022
3743,1691,2023-2024,Réinscrit,2020-05-30,Génie Electrique,S5,2023-2024
3744,1691,2024-2025,Réinscrit,2021-01-10,Génie Electrique,S6,2024-2025
3745,1691,2023-2024,Réinscrit,2022-07-22,Génie Electrique,S6,2023-2024
3746,1692,2021-2022,Nouveau,2022-07-03,Droit des Affaires,S6,2021-2022
3747,1692,2024-2025,Réinscrit,2021-09-06,Droit des Affaires,S1,2024-2025
3748,1692,2024-2025,Réinscrit,2021-01-11,Droit des Affaires,S3,2024-2025
3749,1693,2023-2024,Nouveau,2021-08-04,Génie Civil,S1,2023-2024
3750,1693,2020-2021,Réinscrit,2024-06-18,Génie Civil,S6,2020-2021
3751,1694,2023-2024,Nouveau,2020-03-26,Génie Informatique,S4,2023-2024
3752,1694,2024-2025,Réinscrit,2022-04-15,Génie Informatique,S3,2024-2025
3753,1695,2024-2025,Nouveau,2019-01-17,Génie Civil,S3,2024-2025
3754,1695,2020-2021,Réinscrit,2022-09-09,Génie Civil,S1,2020-2021
3755,1695,2021-2022,Réinscrit,2023-05-24,Génie Civil,S4,2021-2022
3756,1695,2022-2023,Réinscrit,2022-06-11,Génie Civil,S6,2022-2023
3757,1696,2021-2022,Nouveau,2022-09-06,Génie Civil,S3,2021-2022
3758,1697,2023-2024,Nouveau,2020-10-02,Génie Informatique,S1,2023-2024
3759,1697,2023-2024,Réinscrit,2023-10-14,Génie Informatique,S5,2023-2024
3760,1698,2023-2024,Nouveau,2023-12-23,Marketing,S2,2023-2024
3761,1698,2022-2023,Réinscrit,2022-11-07,Marketing,S5,2022-2023
3762,1698,2022-2023,Réinscrit,2024-01-29,Marketing,S6,2022-2023
3763,1698,2023-2024,Réinscrit,2022-01-12,Marketing,S1,2023-2024
3764,1699,2024-2025,Nouveau,2019-11-16,Génie Electrique,S4,2024-2025
3765,1699,2023-2024,Réinscrit,2021-09-08,Génie Electrique,S5,2023-2024
3766,1700,2024-2025,Nouveau,2018-12-26,Génie Informatique,S2,2024-2025
3767,1700,2024-2025,Réinscrit,2020-07-13,Génie Informatique,S3,2024-2025
3768,1700,2024-2025,Réinscrit,2024-07-17,Génie Informatique,S2,2024-2025
3769,1700,2024-2025,Réinscrit,2020-03-25,Génie Informatique,S2,2024-2025
3770,1701,2020-2021,Nouveau,2019-09-06,Finance & Comptabilité,S3,2020-2021
3771,1701,2021-2022,Réinscrit,2022-07-19,Finance & Comptabilité,S4,2021-2022
3772,1701,2023-2024,Réinscrit,2020-07-09,Finance & Comptabilité,S4,2023-2024
3773,1702,2021-2022,Nouveau,2020-11-29,Finance & Comptabilité,S2,2021-2022
3774,1703,2022-2023,Nouveau,2019-07-27,Finance & Comptabilité,S2,2022-2023
3775,1703,2021-2022,Réinscrit,2020-12-11,Finance & Comptabilité,S4,2021-2022
3776,1703,2020-2021,Réinscrit,2021-05-30,Finance & Comptabilité,S2,2020-2021
3777,1704,2020-2021,Nouveau,2024-01-08,Marketing,S2,2020-2021
3778,1704,2022-2023,Réinscrit,2019-10-15,Marketing,S4,2022-2023
3779,1704,2024-2025,Réinscrit,2023-02-01,Marketing,S6,2024-2025
3780,1705,2023-2024,Nouveau,2022-11-20,Génie Informatique,S4,2023-2024
3781,1705,2021-2022,Réinscrit,2019-09-28,Génie Informatique,S4,2021-2022
3782,1706,2022-2023,Nouveau,2020-02-29,Marketing,S4,2022-2023
3783,1706,2022-2023,Réinscrit,2021-11-03,Marketing,S6,2022-2023
3784,1707,2024-2025,Nouveau,2023-01-31,Finance & Comptabilité,S5,2024-2025
3785,1707,2020-2021,Réinscrit,2022-07-22,Finance & Comptabilité,S4,2020-2021
3786,1707,2024-2025,Réinscrit,2018-12-20,Finance & Comptabilité,S2,2024-2025
3787,1707,2024-2025,Réinscrit,2020-08-30,Finance & Comptabilité,S2,2024-2025
3788,1708,2022-2023,Nouveau,2022-06-24,Génie Civil,S5,2022-2023
3789,1708,2020-2021,Réinscrit,2023-02-17,Génie Civil,S1,2020-2021
3790,1708,2021-2022,Réinscrit,2020-03-19,Génie Civil,S4,2021-2022
3791,1709,2020-2021,Nouveau,2021-01-13,Génie Civil,S3,2020-2021
3792,1709,2023-2024,Réinscrit,2019-09-16,Génie Civil,S3,2023-2024
3793,1710,2021-2022,Nouveau,2023-06-10,Marketing,S2,2021-2022
3794,1710,2022-2023,Réinscrit,2022-02-26,Marketing,S4,2022-2023
3795,1710,2023-2024,Réinscrit,2019-01-21,Marketing,S3,2023-2024
3796,1710,2023-2024,Réinscrit,2020-09-05,Marketing,S2,2023-2024
3797,1711,2024-2025,Nouveau,2019-11-10,Droit des Affaires,S4,2024-2025
3798,1711,2020-2021,Réinscrit,2022-07-20,Droit des Affaires,S6,2020-2021
3799,1711,2020-2021,Réinscrit,2023-03-15,Droit des Affaires,S1,2020-2021
3800,1711,2021-2022,Réinscrit,2022-03-30,Droit des Affaires,S2,2021-2022
3801,1712,2023-2024,Nouveau,2018-10-18,Finance & Comptabilité,S4,2023-2024
3802,1712,2023-2024,Réinscrit,2023-05-28,Finance & Comptabilité,S1,2023-2024
3803,1712,2022-2023,Réinscrit,2023-06-07,Finance & Comptabilité,S3,2022-2023
3804,1712,2020-2021,Réinscrit,2023-09-19,Finance & Comptabilité,S5,2020-2021
3805,1713,2023-2024,Nouveau,2022-06-04,Finance & Comptabilité,S5,2023-2024
3806,1713,2022-2023,Réinscrit,2019-12-02,Finance & Comptabilité,S2,2022-2023
3807,1713,2023-2024,Réinscrit,2024-08-17,Finance & Comptabilité,S4,2023-2024
3808,1714,2021-2022,Nouveau,2018-09-29,Finance & Comptabilité,S3,2021-2022
3809,1715,2021-2022,Nouveau,2024-06-10,Finance & Comptabilité,S5,2021-2022
3810,1715,2023-2024,Réinscrit,2023-07-18,Finance & Comptabilité,S1,2023-2024
3811,1715,2023-2024,Réinscrit,2021-10-28,Finance & Comptabilité,S1,2023-2024
3812,1716,2023-2024,Nouveau,2023-10-30,Génie Informatique,S3,2023-2024
3813,1717,2024-2025,Nouveau,2022-10-22,Marketing,S3,2024-2025
3814,1718,2022-2023,Nouveau,2021-12-27,Marketing,S1,2022-2023
3815,1718,2024-2025,Réinscrit,2021-08-30,Marketing,S2,2024-2025
3816,1718,2022-2023,Réinscrit,2022-09-01,Marketing,S4,2022-2023
3817,1718,2020-2021,Réinscrit,2023-09-04,Marketing,S3,2020-2021
3818,1719,2020-2021,Nouveau,2019-12-02,Génie Informatique,S3,2020-2021
3819,1719,2020-2021,Réinscrit,2024-08-16,Génie Informatique,S6,2020-2021
3820,1719,2023-2024,Réinscrit,2021-06-15,Génie Informatique,S2,2023-2024
3821,1720,2024-2025,Nouveau,2019-09-23,Génie Civil,S2,2024-2025
3822,1721,2023-2024,Nouveau,2023-07-02,Marketing,S3,2023-2024
3823,1721,2022-2023,Réinscrit,2023-10-21,Marketing,S6,2022-2023
3824,1722,2024-2025,Nouveau,2023-10-22,Génie Electrique,S1,2024-2025
3825,1722,2020-2021,Réinscrit,2022-04-30,Génie Electrique,S3,2020-2021
3826,1723,2021-2022,Nouveau,2019-10-20,Marketing,S4,2021-2022
3827,1724,2022-2023,Nouveau,2022-01-19,Droit des Affaires,S4,2022-2023
3828,1725,2020-2021,Nouveau,2020-09-23,Marketing,S6,2020-2021
3829,1725,2022-2023,Réinscrit,2019-07-22,Marketing,S4,2022-2023
3830,1725,2020-2021,Réinscrit,2020-10-24,Marketing,S5,2020-2021
3831,1725,2022-2023,Réinscrit,2022-01-24,Marketing,S5,2022-2023
3832,1726,2020-2021,Nouveau,2022-11-11,Génie Civil,S5,2020-2021
3833,1726,2023-2024,Réinscrit,2021-01-29,Génie Civil,S4,2023-2024
3834,1727,2021-2022,Nouveau,2021-10-08,Génie Informatique,S5,2021-2022
3835,1727,2020-2021,Réinscrit,2023-02-19,Génie Informatique,S2,2020-2021
3836,1727,2022-2023,Réinscrit,2021-09-21,Génie Informatique,S1,2022-2023
3837,1728,2021-2022,Nouveau,2018-11-16,Génie Civil,S4,2021-2022
3838,1728,2021-2022,Réinscrit,2021-09-30,Génie Civil,S3,2021-2022
3839,1728,2023-2024,Réinscrit,2022-03-27,Génie Civil,S1,2023-2024
3840,1728,2021-2022,Réinscrit,2021-03-09,Génie Civil,S1,2021-2022
3841,1729,2021-2022,Nouveau,2019-05-20,Génie Civil,S5,2021-2022
3842,1729,2022-2023,Réinscrit,2023-10-31,Génie Civil,S5,2022-2023
3843,1729,2023-2024,Réinscrit,2022-05-09,Génie Civil,S5,2023-2024
3844,1730,2023-2024,Nouveau,2018-10-22,Génie Informatique,S3,2023-2024
3845,1730,2022-2023,Réinscrit,2022-04-02,Génie Informatique,S3,2022-2023
3846,1730,2023-2024,Réinscrit,2020-05-14,Génie Informatique,S4,2023-2024
3847,1730,2023-2024,Réinscrit,2021-01-10,Génie Informatique,S5,2023-2024
3848,1731,2023-2024,Nouveau,2021-07-14,Droit des Affaires,S4,2023-2024
3849,1731,2020-2021,Réinscrit,2019-07-19,Droit des Affaires,S6,2020-2021
3850,1732,2024-2025,Nouveau,2022-07-16,Génie Electrique,S1,2024-2025
3851,1732,2021-2022,Réinscrit,2024-08-09,Génie Electrique,S3,2021-2022
3852,1732,2022-2023,Réinscrit,2021-12-09,Génie Electrique,S3,2022-2023
3853,1732,2023-2024,Réinscrit,2023-11-28,Génie Electrique,S1,2023-2024
3854,1733,2024-2025,Nouveau,2020-07-14,Génie Informatique,S5,2024-2025
3855,1733,2022-2023,Réinscrit,2023-07-04,Génie Informatique,S4,2022-2023
3856,1734,2022-2023,Nouveau,2024-03-03,Génie Civil,S2,2022-2023
3857,1735,2024-2025,Nouveau,2020-02-22,Génie Informatique,S4,2024-2025
3858,1735,2024-2025,Réinscrit,2020-01-19,Génie Informatique,S1,2024-2025
3859,1735,2023-2024,Réinscrit,2021-02-11,Génie Informatique,S2,2023-2024
3860,1735,2020-2021,Réinscrit,2021-11-29,Génie Informatique,S2,2020-2021
3861,1736,2023-2024,Nouveau,2023-04-01,Droit des Affaires,S3,2023-2024
3862,1736,2021-2022,Réinscrit,2023-05-10,Droit des Affaires,S5,2021-2022
3863,1737,2022-2023,Nouveau,2022-09-27,Marketing,S6,2022-2023
3864,1737,2020-2021,Réinscrit,2022-03-25,Marketing,S5,2020-2021
3865,1737,2024-2025,Réinscrit,2024-08-21,Marketing,S4,2024-2025
3866,1738,2023-2024,Nouveau,2024-03-19,Marketing,S4,2023-2024
3867,1738,2022-2023,Réinscrit,2023-09-15,Marketing,S2,2022-2023
3868,1739,2023-2024,Nouveau,2021-11-25,Génie Electrique,S1,2023-2024
3869,1739,2024-2025,Réinscrit,2022-05-31,Génie Electrique,S4,2024-2025
3870,1740,2020-2021,Nouveau,2022-12-19,Génie Electrique,S5,2020-2021
3871,1740,2023-2024,Réinscrit,2023-05-11,Génie Electrique,S4,2023-2024
3872,1741,2020-2021,Nouveau,2021-03-07,Génie Informatique,S2,2020-2021
3873,1741,2024-2025,Réinscrit,2024-04-23,Génie Informatique,S1,2024-2025
3874,1742,2020-2021,Nouveau,2022-04-24,Génie Informatique,S5,2020-2021
3875,1742,2021-2022,Réinscrit,2020-07-13,Génie Informatique,S5,2021-2022
3876,1742,2023-2024,Réinscrit,2019-09-08,Génie Informatique,S3,2023-2024
3877,1742,2020-2021,Réinscrit,2023-01-12,Génie Informatique,S5,2020-2021
3878,1743,2021-2022,Nouveau,2023-10-20,Génie Informatique,S3,2021-2022
3879,1743,2021-2022,Réinscrit,2020-08-18,Génie Informatique,S4,2021-2022
3880,1744,2022-2023,Nouveau,2020-02-26,Finance & Comptabilité,S3,2022-2023
3881,1744,2020-2021,Réinscrit,2019-01-05,Finance & Comptabilité,S2,2020-2021
3882,1745,2023-2024,Nouveau,2021-05-31,Génie Civil,S6,2023-2024
3883,1745,2024-2025,Réinscrit,2023-08-23,Génie Civil,S2,2024-2025
3884,1745,2021-2022,Réinscrit,2023-11-03,Génie Civil,S5,2021-2022
3885,1745,2020-2021,Réinscrit,2022-05-19,Génie Civil,S2,2020-2021
3886,1746,2023-2024,Nouveau,2019-06-14,Génie Civil,S1,2023-2024
3887,1746,2020-2021,Réinscrit,2023-03-23,Génie Civil,S5,2020-2021
3888,1747,2023-2024,Nouveau,2019-06-16,Droit des Affaires,S4,2023-2024
3889,1747,2022-2023,Réinscrit,2024-09-09,Droit des Affaires,S1,2022-2023
3890,1747,2024-2025,Réinscrit,2024-08-27,Droit des Affaires,S6,2024-2025
3891,1747,2020-2021,Réinscrit,2023-08-02,Droit des Affaires,S4,2020-2021
3892,1748,2022-2023,Nouveau,2023-02-18,Génie Electrique,S6,2022-2023
3893,1749,2022-2023,Nouveau,2023-02-23,Marketing,S6,2022-2023
3894,1750,2023-2024,Nouveau,2020-01-22,Droit des Affaires,S1,2023-2024
3895,1750,2021-2022,Réinscrit,2021-08-11,Droit des Affaires,S5,2021-2022
3896,1750,2020-2021,Réinscrit,2020-07-24,Droit des Affaires,S3,2020-2021
3897,1750,2023-2024,Réinscrit,2022-06-23,Droit des Affaires,S2,2023-2024
3898,1751,2023-2024,Nouveau,2021-01-08,Droit des Affaires,S3,2023-2024
3899,1751,2020-2021,Réinscrit,2022-05-14,Droit des Affaires,S6,2020-2021
3900,1752,2023-2024,Nouveau,2024-03-06,Droit des Affaires,S2,2023-2024
3901,1753,2022-2023,Nouveau,2021-12-23,Marketing,S6,2022-2023
