id_frais,id_etudiant,annee_universitaire,montant_du,montant_paye,date_paiement,statut,taux_recouvrement
13824,2183,2023-2024,18236,18236,2023-01-09,Payé,1.0
13825,1272,2022-2023,24827,24827,2022-01-03,Payé,1.0
13826,1272,2024-2025,24482,24482,2024-07-24,Payé,1.0
13827,1042,2020-2021,22180,22180,2024-10-23,Payé,1.0
13828,1899,2024-2025,17604,17604,2022-05-10,Payé,1.0
13829,1465,2020-2021,24431,24431,2024-01-08,Payé,1.0
13830,1465,2022-2023,19881,19881,2024-12-09,Payé,1.0
13831,1604,2021-2022,22201,22201,2022-02-20,Payé,1.0
13832,1604,2023-2024,24101,24101,2022-01-22,Payé,1.0
13833,1519,2021-2022,21938,13365,2021-10-30,Partiel,0.6092168839456651
13834,1519,2023-2024,15357,15357,2024-03-05,Payé,1.0
13835,1232,2020-2021,16666,16666,2024-08-22,Payé,1.0
13836,1282,2024-2025,20783,20783,2024-10-27,Payé,1.0
13837,1282,2021-2022,24190,24190,2024-05-27,Payé,1.0
13838,1282,2020-2021,15027,15027,2024-10-24,Payé,1.0
13839,1817,2023-2024,23616,23616,2023-06-10,Payé,1.0
13840,1817,2020-2021,21676,0,2023-05-08,Impayé,0.0
13841,1006,2021-2022,17487,7306,2022-05-17,Partiel,0.4177960770858352
13842,1006,2022-2023,21206,10324,2022-06-20,Partiel,0.4868433462227671
13843,1006,2024-2025,15946,15946,2022-11-14,Payé,1.0
13844,1804,2023-2024,23169,23169,2021-11-12,Payé,1.0
13845,1804,2022-2023,20887,20887,2023-07-30,Payé,1.0
13846,1456,2022-2023,15240,15240,2024-12-20,Payé,1.0
13847,1456,2021-2022,20149,20149,2022-04-09,Payé,1.0
13848,1456,2023-2024,21918,0,2024-07-19,Impayé,0.0
13849,1904,2024-2025,15606,15606,2023-03-25,Payé,1.0
13850,1704,2020-2021,24147,0,2022-04-03,Impayé,0.0
13851,2046,2024-2025,23813,23813,2023-07-09,Payé,1.0
13852,2046,2021-2022,22467,22467,2023-05-23,Payé,1.0
13853,1432,2020-2021,24245,24245,2023-09-04,Payé,1.0
13854,1432,2021-2022,21855,21855,2025-01-09,Payé,1.0
13855,1647,2023-2024,15968,15968,2024-06-07,Payé,1.0
13856,1647,2022-2023,17801,17801,2024-10-04,Payé,1.0
13857,1647,2024-2025,21798,15604,2024-01-01,Partiel,0.7158454904119644
13858,2118,2023-2024,23801,23801,2022-08-16,Payé,1.0
13859,2118,2022-2023,16900,16900,2024-09-05,Payé,1.0
13860,2118,2024-2025,18986,18986,2023-02-03,Payé,1.0
13861,1925,2022-2023,15083,15083,2023-12-14,Payé,1.0
13862,1754,2023-2024,24317,24317,2024-05-22,Payé,1.0
13863,1754,2020-2021,17927,9945,2024-09-19,Partiel,0.5547498187092096
13864,1032,2022-2023,19355,19355,2022-02-21,Payé,1.0
13865,1032,2020-2021,24123,24123,2023-03-07,Payé,1.0
13866,1032,2021-2022,18450,18450,2022-02-18,Payé,1.0
13867,1576,2023-2024,21684,15703,2022-07-19,Partiel,0.7241745065486073
13868,1743,2022-2023,16051,10855,2021-12-18,Partiel,0.6762818515980312
13869,1743,2020-2021,19563,19563,2022-09-01,Payé,1.0
13870,1743,2024-2025,22401,22401,2021-10-18,Payé,1.0
13871,1751,2023-2024,22338,22338,2022-03-09,Payé,1.0
13872,1751,2021-2022,18766,18766,2023-03-10,Payé,1.0
13873,1751,2024-2025,19690,19690,2021-10-09,Payé,1.0
13874,1942,2020-2021,18797,0,2022-01-21,Impayé,0.0
13875,1113,2020-2021,24180,24180,2022-05-26,Payé,1.0
13876,1113,2024-2025,17812,17812,2022-11-14,Payé,1.0
13877,2002,2024-2025,18573,18573,2023-05-02,Payé,1.0
13878,1248,2022-2023,22974,22974,2024-08-23,Payé,1.0
13879,1317,2023-2024,24493,17718,2022-05-11,Partiel,0.7233903564283672
13880,1317,2022-2023,22080,22080,2024-06-03,Payé,1.0
13881,1317,2020-2021,16729,16729,2023-03-22,Payé,1.0
13882,1622,2021-2022,21749,9294,2024-10-12,Partiel,0.4273299921835487
13883,1622,2023-2024,20694,20694,2021-11-15,Payé,1.0
13884,1744,2020-2021,17672,17672,2022-06-19,Payé,1.0
13885,1744,2022-2023,15173,15173,2024-02-25,Payé,1.0
13886,1579,2022-2023,19755,19755,2024-11-25,Payé,1.0
13887,1579,2024-2025,21246,21246,2024-02-11,Payé,1.0
13888,1866,2023-2024,21983,16294,2022-01-30,Partiel,0.7412091161351954
13889,1866,2021-2022,17542,17542,2022-03-07,Payé,1.0
13890,1866,2024-2025,15993,0,2021-10-21,Impayé,0.0
13891,1208,2024-2025,23635,18583,2023-10-20,Partiel,0.7862492066850011
13892,1208,2020-2021,23213,23213,2025-01-06,Payé,1.0
13893,1978,2024-2025,15100,15100,2021-12-27,Payé,1.0
13894,1098,2024-2025,23124,0,2024-10-29,Impayé,0.0
13895,1377,2021-2022,16145,16145,2022-11-25,Payé,1.0
13896,1377,2023-2024,22272,22272,2022-06-20,Payé,1.0
13897,1873,2023-2024,19161,0,2023-05-02,Impayé,0.0
13898,1873,2020-2021,21655,21655,2024-11-09,Payé,1.0
13899,1227,2021-2022,23310,23310,2023-06-07,Payé,1.0
13900,2163,2023-2024,22243,22243,2023-04-19,Payé,1.0
13901,2163,2020-2021,15496,15496,2021-10-28,Payé,1.0
13902,2163,2021-2022,17802,17802,2024-06-23,Payé,1.0
13903,1247,2024-2025,17636,17636,2023-02-27,Payé,1.0
13904,1247,2022-2023,17221,17221,2023-03-30,Payé,1.0
13905,1247,2020-2021,22867,22867,2023-09-15,Payé,1.0
13906,1632,2022-2023,24165,24165,2022-11-21,Payé,1.0
13907,1632,2023-2024,21035,21035,2022-02-10,Payé,1.0
13908,1476,2020-2021,22321,22321,2021-12-01,Payé,1.0
13909,1476,2024-2025,18857,18857,2023-01-07,Payé,1.0
13910,1476,2023-2024,18539,0,2024-06-08,Impayé,0.0
13911,1329,2024-2025,21196,21196,2025-01-06,Payé,1.0
13912,1329,2023-2024,19676,19676,2023-12-08,Payé,1.0
13913,2194,2022-2023,17803,17803,2024-01-13,Payé,1.0
13914,2194,2023-2024,19960,19960,2023-11-22,Payé,1.0
13915,1105,2022-2023,17197,17197,2024-07-12,Payé,1.0
13916,1105,2020-2021,16032,0,2024-12-10,Impayé,0.0
13917,1507,2022-2023,16660,16660,2022-06-18,Payé,1.0
13918,1507,2020-2021,16614,0,2024-01-15,Impayé,0.0
13919,1507,2023-2024,24937,24937,2023-02-06,Payé,1.0
13920,1336,2022-2023,16358,16358,2023-04-05,Payé,1.0
13921,1336,2021-2022,22215,22215,2023-04-11,Payé,1.0
13922,1336,2024-2025,21912,9932,2023-05-21,Partiel,0.4532676159182183
13923,2108,2020-2021,15163,15163,2024-11-15,Payé,1.0
13924,2108,2024-2025,20137,20137,2023-06-08,Payé,1.0
13925,1792,2020-2021,23428,23428,2022-03-25,Payé,1.0
13926,1792,2024-2025,22644,22644,2024-10-23,Payé,1.0
13927,1792,2021-2022,16919,16919,2023-09-20,Payé,1.0
13928,1385,2022-2023,19003,19003,2021-12-27,Payé,1.0
13929,1948,2024-2025,20369,9996,2023-12-25,Partiel,0.490745741077127
13930,1948,2020-2021,18534,12006,2024-11-24,Partiel,0.6477824538685659
13931,1190,2020-2021,18208,18208,2024-09-08,Payé,1.0
13932,1677,2022-2023,15912,15912,2024-09-16,Payé,1.0
13933,1163,2023-2024,18579,18579,2024-12-23,Payé,1.0
13934,1786,2020-2021,24989,24989,2023-03-12,Payé,1.0
13935,1786,2021-2022,24029,24029,2023-10-03,Payé,1.0
13936,2174,2021-2022,24108,24108,2023-03-18,Payé,1.0
13937,1657,2021-2022,22253,22253,2025-01-27,Payé,1.0
13938,1687,2021-2022,21884,21884,2021-11-29,Payé,1.0
13939,1687,2024-2025,21653,21653,2024-10-23,Payé,1.0
13940,1049,2024-2025,15026,15026,2022-09-27,Payé,1.0
13941,1049,2022-2023,24906,24906,2022-03-24,Payé,1.0
13942,1034,2020-2021,18599,18599,2024-11-18,Payé,1.0
13943,1138,2024-2025,20705,20705,2022-08-21,Payé,1.0
13944,1138,2022-2023,24130,24130,2022-01-22,Payé,1.0
13945,1321,2023-2024,18914,18914,2023-06-23,Payé,1.0
13946,1321,2020-2021,24093,24093,2022-11-18,Payé,1.0
13947,1321,2021-2022,18791,18791,2021-12-04,Payé,1.0
13948,1588,2024-2025,15863,15863,2024-04-21,Payé,1.0
13949,1203,2021-2022,16298,16298,2021-11-30,Payé,1.0
13950,1506,2021-2022,18551,18551,2024-09-05,Payé,1.0
13951,1506,2024-2025,16998,16998,2022-01-24,Payé,1.0
13952,1506,2022-2023,23764,23764,2023-03-02,Payé,1.0
13953,1343,2024-2025,20795,0,2022-01-23,Impayé,0.0
13954,1343,2020-2021,21543,21543,2023-07-25,Payé,1.0
13955,1343,2021-2022,15733,11544,2024-09-22,Partiel,0.7337443589906566
13956,1553,2020-2021,15995,15995,2023-04-26,Payé,1.0
13957,2160,2024-2025,24503,13520,2022-05-01,Partiel,0.5517691711219035
13958,2160,2023-2024,19936,19936,2024-05-07,Payé,1.0
13959,1546,2021-2022,16221,16221,2022-11-02,Payé,1.0
13960,1234,2022-2023,23648,23648,2023-09-13,Payé,1.0
13961,1234,2024-2025,18258,18258,2024-12-10,Payé,1.0
13962,1234,2020-2021,20988,20988,2024-04-02,Payé,1.0
13963,2082,2020-2021,16988,16988,2022-04-08,Payé,1.0
13964,1040,2020-2021,17029,17029,2022-01-31,Payé,1.0
13965,2180,2021-2022,17551,17551,2023-10-21,Payé,1.0
13966,2180,2022-2023,18796,0,2023-11-05,Impayé,0.0
13967,2180,2020-2021,16281,10450,2022-10-18,Partiel,0.641852466064738
13968,1047,2023-2024,18346,18346,2024-12-27,Payé,1.0
13969,1047,2021-2022,17760,0,2023-02-11,Impayé,0.0
13970,1047,2020-2021,15145,15145,2023-10-27,Payé,1.0
13971,1726,2020-2021,23396,0,2023-04-20,Impayé,0.0
13972,1149,2020-2021,15094,15094,2024-10-07,Payé,1.0
13973,1149,2021-2022,17752,17752,2024-10-17,Payé,1.0
13974,1575,2022-2023,18723,18723,2025-02-19,Payé,1.0
13975,1575,2023-2024,17001,17001,2022-01-05,Payé,1.0
13976,1943,2023-2024,17962,17962,2022-04-12,Payé,1.0
13977,1274,2021-2022,18695,18695,2022-11-07,Payé,1.0
13978,1014,2021-2022,17753,17753,2024-02-25,Payé,1.0
13979,1014,2023-2024,18501,18501,2024-06-23,Payé,1.0
13980,1014,2022-2023,15294,15294,2021-09-07,Payé,1.0
13981,1688,2022-2023,18675,0,2022-06-18,Impayé,0.0
13982,1688,2023-2024,18361,18361,2023-07-04,Payé,1.0
13983,1833,2024-2025,20063,20063,2024-10-18,Payé,1.0
13984,1833,2021-2022,22460,22460,2023-10-10,Payé,1.0
13985,1606,2021-2022,16987,16987,2023-07-30,Payé,1.0
13986,1503,2023-2024,15045,0,2022-10-27,Impayé,0.0
13987,1503,2020-2021,15419,15419,2025-01-04,Payé,1.0
13988,1503,2021-2022,15618,15618,2022-05-19,Payé,1.0
13989,1381,2022-2023,24783,12375,2024-01-21,Partiel,0.4993342210386152
13990,1381,2024-2025,19038,19038,2022-10-02,Payé,1.0
13991,1381,2021-2022,15978,15978,2022-11-12,Payé,1.0
13992,1661,2023-2024,20191,20191,2023-01-19,Payé,1.0
13993,1661,2021-2022,17043,17043,2024-11-26,Payé,1.0
13994,1661,2022-2023,19589,19589,2023-05-24,Payé,1.0
13995,1500,2020-2021,21686,21686,2022-09-07,Payé,1.0
13996,1500,2024-2025,15835,15835,2022-10-09,Payé,1.0
13997,1530,2022-2023,17273,8703,2024-02-29,Partiel,0.5038499392114861
13998,1530,2021-2022,24856,24856,2024-07-15,Payé,1.0
13999,1530,2024-2025,23266,23266,2022-07-03,Payé,1.0
14000,2113,2024-2025,23843,0,2023-09-24,Impayé,0.0
14001,2113,2020-2021,22432,15788,2023-10-23,Partiel,0.7038159771754636
14002,2113,2021-2022,15137,15137,2021-12-20,Payé,1.0
14003,1140,2024-2025,21577,21577,2023-03-31,Payé,1.0
14004,1235,2023-2024,24144,24144,2023-10-28,Payé,1.0
14005,1235,2024-2025,17806,17806,2022-02-09,Payé,1.0
14006,1903,2021-2022,18372,0,2024-08-06,Impayé,0.0
14007,2072,2024-2025,23467,23467,2022-07-15,Payé,1.0
14008,1644,2022-2023,17318,9179,2021-11-30,Partiel,0.5300265619586557
14009,1644,2021-2022,19059,19059,2024-07-25,Payé,1.0
14010,1701,2021-2022,20905,10226,2025-02-25,Partiel,0.4891652714661564
14011,1701,2024-2025,18894,18894,2023-11-12,Payé,1.0
14012,1039,2021-2022,20428,20428,2022-06-30,Payé,1.0
14013,1039,2023-2024,17301,17301,2022-04-13,Payé,1.0
14014,1039,2020-2021,20996,0,2024-12-12,Impayé,0.0
14015,1164,2023-2024,17786,17786,2023-02-08,Payé,1.0
14016,1164,2024-2025,23047,23047,2024-01-08,Payé,1.0
14017,1445,2020-2021,16218,0,2024-09-16,Impayé,0.0
14018,1445,2021-2022,19114,19114,2023-10-30,Payé,1.0
14019,1445,2022-2023,18606,18606,2022-09-10,Payé,1.0
14020,2115,2024-2025,24261,0,2022-04-22,Impayé,0.0
14021,2115,2022-2023,23197,23197,2022-08-28,Payé,1.0
14022,2096,2023-2024,24710,24710,2023-04-06,Payé,1.0
14023,2096,2022-2023,20197,20197,2022-05-25,Payé,1.0
14024,2096,2021-2022,19606,19606,2022-05-14,Payé,1.0
14025,2109,2022-2023,16216,11345,2023-02-22,Partiel,0.6996176615688209
14026,2109,2020-2021,16107,16107,2022-12-10,Payé,1.0
14027,2109,2024-2025,18993,0,2023-05-29,Impayé,0.0
14028,1652,2023-2024,20784,20784,2022-05-03,Payé,1.0
14029,1652,2024-2025,20424,20424,2023-04-04,Payé,1.0
14030,1652,2020-2021,23628,9861,2022-04-27,Partiel,0.4173438293550025
14031,1309,2023-2024,20566,20566,2022-10-13,Payé,1.0
14032,1309,2020-2021,15880,15880,2024-12-25,Payé,1.0
14033,1600,2020-2021,21492,21492,2023-08-24,Payé,1.0
14034,1600,2023-2024,20120,20120,2024-09-23,Payé,1.0
14035,2073,2024-2025,17584,17584,2023-02-20,Payé,1.0
14036,1709,2021-2022,21391,21391,2024-07-05,Payé,1.0
14037,1709,2023-2024,23462,11868,2023-06-30,Partiel,0.5058392293922087
14038,1709,2020-2021,21118,21118,2022-03-07,Payé,1.0
14039,1523,2024-2025,23670,23670,2025-01-27,Payé,1.0
14040,1812,2022-2023,16092,16092,2024-05-05,Payé,1.0
14041,1812,2020-2021,24026,24026,2023-05-25,Payé,1.0
14042,1812,2023-2024,23108,17837,2024-01-16,Partiel,0.771897178466332
14043,1075,2021-2022,16241,16241,2024-06-28,Payé,1.0
14044,1075,2023-2024,17177,0,2024-04-19,Impayé,0.0
14045,1075,2024-2025,15236,8890,2022-08-02,Partiel,0.5834864793909162
14046,1397,2023-2024,22637,14994,2022-07-31,Partiel,0.6623669214118478
14047,1892,2020-2021,22861,22861,2022-09-15,Payé,1.0
14048,1892,2023-2024,16110,0,2022-06-09,Impayé,0.0
14049,1286,2021-2022,24785,24785,2023-09-24,Payé,1.0
14050,1293,2020-2021,21296,21296,2024-02-28,Payé,1.0
14051,1293,2021-2022,24865,24865,2025-02-20,Payé,1.0
14052,1293,2022-2023,21607,21607,2022-02-17,Payé,1.0
14053,1694,2023-2024,17640,17640,2022-07-04,Payé,1.0
14054,1694,2021-2022,17646,17646,2023-09-20,Payé,1.0
14055,1694,2022-2023,18622,18622,2024-11-03,Payé,1.0
14056,1952,2021-2022,23206,23206,2023-09-14,Payé,1.0
14057,1952,2024-2025,20954,20954,2024-11-07,Payé,1.0
14058,2130,2024-2025,16566,16566,2022-08-14,Payé,1.0
14059,2130,2022-2023,21003,21003,2025-02-04,Payé,1.0
14060,2130,2021-2022,19389,13857,2022-09-08,Partiel,0.7146835834751664
14061,2060,2024-2025,18551,18551,2023-06-17,Payé,1.0
14062,2060,2022-2023,24133,17782,2022-06-06,Partiel,0.7368333816765424
14063,1497,2020-2021,18214,18214,2024-06-25,Payé,1.0
14064,1659,2023-2024,16106,16106,2025-01-12,Payé,1.0
14065,1659,2021-2022,20040,20040,2024-10-28,Payé,1.0
14066,1659,2022-2023,19021,19021,2023-01-02,Payé,1.0
14067,1637,2022-2023,21762,21762,2022-12-27,Payé,1.0
14068,1427,2020-2021,22464,22464,2022-06-27,Payé,1.0
14069,1427,2023-2024,17061,17061,2021-09-08,Payé,1.0
14070,1851,2020-2021,21084,21084,2023-08-26,Payé,1.0
14071,1851,2023-2024,24663,24663,2023-08-31,Payé,1.0
14072,1851,2024-2025,23753,23753,2024-05-04,Payé,1.0
14073,2078,2021-2022,20954,20954,2023-10-07,Payé,1.0
14074,2078,2024-2025,21491,21491,2022-05-03,Payé,1.0
14075,2059,2023-2024,15706,15706,2023-08-14,Payé,1.0
14076,2059,2021-2022,21907,0,2024-04-26,Impayé,0.0
14077,1907,2024-2025,17051,8748,2024-06-03,Partiel,0.5130490880300276
14078,1907,2023-2024,15509,15509,2021-10-04,Payé,1.0
14079,1769,2023-2024,18932,14811,2024-07-24,Partiel,0.782326220156349
14080,1950,2020-2021,18860,18860,2024-07-14,Payé,1.0
14081,1950,2021-2022,19550,19550,2022-04-27,Payé,1.0
14082,2170,2023-2024,17578,17578,2021-10-11,Payé,1.0
14083,2170,2022-2023,18337,18337,2022-01-15,Payé,1.0
14084,2170,2024-2025,20314,12608,2023-07-12,Partiel,0.6206557054248302
14085,1083,2022-2023,20068,20068,2024-04-18,Payé,1.0
14086,1083,2021-2022,18903,8492,2022-07-19,Partiel,0.4492408612389568
14087,1083,2020-2021,19621,19621,2024-01-03,Payé,1.0
14088,1376,2020-2021,17459,9038,2021-09-01,Partiel,0.517669969643164
14089,1477,2024-2025,23042,23042,2024-03-12,Payé,1.0
14090,1477,2021-2022,15281,15281,2022-12-27,Payé,1.0
14091,1676,2020-2021,15864,15864,2024-12-18,Payé,1.0
14092,1676,2023-2024,17692,17692,2024-11-02,Payé,1.0
14093,1965,2022-2023,15151,15151,2021-10-12,Payé,1.0
14094,1965,2024-2025,21038,21038,2021-12-11,Payé,1.0
14095,1364,2022-2023,15504,15504,2024-04-26,Payé,1.0
14096,1364,2024-2025,21600,21600,2022-01-26,Payé,1.0
14097,1791,2021-2022,22998,22998,2024-01-05,Payé,1.0
14098,1791,2022-2023,16064,0,2023-06-28,Impayé,0.0
14099,1791,2020-2021,23458,12467,2023-07-17,Partiel,0.5314604825645836
14100,1890,2022-2023,21295,21295,2022-06-09,Payé,1.0
14101,1012,2024-2025,15538,15538,2023-09-12,Payé,1.0
14102,1012,2021-2022,20525,20525,2022-04-23,Payé,1.0
14103,1297,2020-2021,23938,23938,2022-12-12,Payé,1.0
14104,1225,2022-2023,15746,15746,2024-02-06,Payé,1.0
14105,1225,2021-2022,21376,21376,2023-06-25,Payé,1.0
14106,1225,2020-2021,21355,21355,2022-05-11,Payé,1.0
14107,2068,2021-2022,23850,23850,2022-10-26,Payé,1.0
14108,2068,2024-2025,17629,17629,2021-12-22,Payé,1.0
14109,1888,2024-2025,21873,21873,2024-05-11,Payé,1.0
14110,1888,2023-2024,22847,22847,2022-11-19,Payé,1.0
14111,1888,2020-2021,19882,19882,2023-10-26,Payé,1.0
14112,1569,2023-2024,21573,21573,2024-10-23,Payé,1.0
14113,1569,2020-2021,23751,23751,2023-10-27,Payé,1.0
14114,1914,2023-2024,15530,15530,2023-08-05,Payé,1.0
14115,1371,2020-2021,15280,15280,2022-03-15,Payé,1.0
14116,1371,2023-2024,15881,15881,2022-12-14,Payé,1.0
14117,1371,2021-2022,16780,16780,2023-03-19,Payé,1.0
14118,1581,2020-2021,21594,21594,2023-03-29,Payé,1.0
14119,1757,2023-2024,21203,0,2023-03-14,Impayé,0.0
14120,1524,2024-2025,24926,0,2022-09-28,Impayé,0.0
14121,1147,2021-2022,19545,19545,2022-06-27,Payé,1.0
14122,1147,2020-2021,23642,13554,2023-08-20,Partiel,0.5733017511208865
14123,1399,2022-2023,17903,17903,2022-02-12,Payé,1.0
14124,1399,2021-2022,15667,15667,2023-02-16,Payé,1.0
14125,1399,2020-2021,15789,15789,2024-10-05,Payé,1.0
14126,1529,2021-2022,19148,19148,2024-09-29,Payé,1.0
14127,2196,2021-2022,20395,20395,2022-11-23,Payé,1.0
14128,2196,2023-2024,18279,11962,2024-04-24,Partiel,0.6544121669675584
14129,2196,2024-2025,17399,17399,2022-10-25,Payé,1.0
14130,1300,2024-2025,20462,20462,2023-12-15,Payé,1.0
14131,1300,2023-2024,15269,11763,2025-02-02,Partiel,0.7703844390595324
14132,1300,2022-2023,17684,17684,2023-12-10,Payé,1.0
14133,1299,2022-2023,24608,24608,2022-11-15,Payé,1.0
14134,1299,2023-2024,23782,23782,2025-02-20,Payé,1.0
14135,1299,2020-2021,18748,18748,2024-11-06,Payé,1.0
14136,1947,2024-2025,20652,20652,2022-09-05,Payé,1.0
14137,1947,2023-2024,24657,24657,2023-01-13,Payé,1.0
14138,1947,2021-2022,20944,20944,2023-01-31,Payé,1.0
14139,1966,2024-2025,21168,21168,2021-09-11,Payé,1.0
14140,1966,2022-2023,19629,13307,2023-05-26,Partiel,0.6779255183656834
14141,1505,2023-2024,17504,17504,2022-01-05,Payé,1.0
14142,1505,2022-2023,22352,22352,2022-08-12,Payé,1.0
14143,1212,2020-2021,19803,19803,2024-04-29,Payé,1.0
14144,2036,2022-2023,21556,21556,2023-07-08,Payé,1.0
14145,1270,2020-2021,19219,19219,2022-02-01,Payé,1.0
14146,1270,2021-2022,24985,24985,2024-07-06,Payé,1.0
14147,1270,2022-2023,17499,17499,2023-12-16,Payé,1.0
14148,1641,2020-2021,15727,15727,2024-09-24,Payé,1.0
14149,1641,2024-2025,22118,22118,2024-09-10,Payé,1.0
14150,1641,2022-2023,15973,15973,2022-11-23,Payé,1.0
14151,1936,2024-2025,16125,16125,2021-11-30,Payé,1.0
14152,1936,2020-2021,17849,17849,2021-09-07,Payé,1.0
14153,2103,2022-2023,22874,22874,2023-02-05,Payé,1.0
14154,2103,2024-2025,18159,18159,2022-12-16,Payé,1.0
14155,2103,2023-2024,22747,22747,2022-06-02,Payé,1.0
14156,1233,2023-2024,16339,16339,2022-01-10,Payé,1.0
14157,1233,2024-2025,20628,20628,2023-07-12,Payé,1.0
14158,1021,2020-2021,15076,15076,2023-03-13,Payé,1.0
14159,1052,2021-2022,18536,18536,2024-08-11,Payé,1.0
14160,1052,2023-2024,21397,21397,2022-05-30,Payé,1.0
14161,1559,2023-2024,18414,18414,2022-03-01,Payé,1.0
14162,1109,2023-2024,21804,21804,2021-09-23,Payé,1.0
14163,1109,2021-2022,23500,9465,2024-07-16,Partiel,0.4027659574468085
14164,1008,2024-2025,19214,19214,2022-04-07,Payé,1.0
14165,1008,2023-2024,18083,18083,2024-03-26,Payé,1.0
14166,1008,2022-2023,23966,23966,2022-08-06,Payé,1.0
14167,2176,2021-2022,20071,20071,2023-06-30,Payé,1.0
14168,1093,2024-2025,15782,11081,2024-10-29,Partiel,0.7021290077303257
14169,1093,2021-2022,17316,17316,2023-04-12,Payé,1.0
14170,1072,2024-2025,15449,15449,2024-06-05,Payé,1.0
14171,1072,2020-2021,17008,9956,2022-01-26,Partiel,0.5853715898400753
14172,1072,2022-2023,20909,20909,2025-01-27,Payé,1.0
14173,1988,2020-2021,24574,14266,2022-03-01,Partiel,0.5805322698787336
14174,1988,2021-2022,15974,15974,2022-08-15,Payé,1.0
14175,1988,2023-2024,23181,12231,2022-10-01,Partiel,0.5276303869548337
14176,1307,2022-2023,17084,17084,2024-09-18,Payé,1.0
14177,1307,2021-2022,18137,18137,2023-08-12,Payé,1.0
14178,2138,2020-2021,17741,17741,2021-10-11,Payé,1.0
14179,2138,2022-2023,19949,19949,2024-02-01,Payé,1.0
14180,2138,2023-2024,23710,13970,2022-12-10,Partiel,0.5892028679881907
14181,1504,2023-2024,20248,0,2024-06-30,Impayé,0.0
14182,1504,2020-2021,16445,16445,2021-12-06,Payé,1.0
14183,1504,2024-2025,19392,14391,2021-11-05,Partiel,0.7421101485148515
14184,1353,2024-2025,23920,23920,2024-09-01,Payé,1.0
14185,1353,2022-2023,21583,21583,2024-04-06,Payé,1.0
14186,2070,2022-2023,16441,16441,2022-12-02,Payé,1.0
14187,1585,2023-2024,20932,20932,2023-12-12,Payé,1.0
14188,1585,2024-2025,19785,19785,2023-01-25,Payé,1.0
14189,1585,2021-2022,16310,8959,2023-03-10,Partiel,0.5492949110974862
14190,1663,2023-2024,23995,18480,2021-09-16,Partiel,0.7701604500937695
14191,1663,2024-2025,16760,16760,2024-04-19,Payé,1.0
14192,1663,2020-2021,17147,12020,2024-06-11,Partiel,0.7009972589957427
14193,1551,2021-2022,20498,20498,2023-09-09,Payé,1.0
14194,1954,2020-2021,16159,16159,2024-02-10,Payé,1.0
14195,1954,2021-2022,16799,16799,2023-10-28,Payé,1.0
14196,1173,2023-2024,17289,8085,2024-10-29,Partiel,0.467638382786743
14197,1173,2021-2022,23692,23692,2023-02-26,Payé,1.0
14198,1173,2024-2025,16701,16701,2024-09-15,Payé,1.0
14199,1074,2022-2023,18941,18941,2021-09-07,Payé,1.0
14200,1074,2024-2025,21305,21305,2023-12-05,Payé,1.0
14201,1721,2024-2025,24717,24717,2025-01-29,Payé,1.0
14202,1721,2022-2023,22833,22833,2023-01-03,Payé,1.0
14203,1721,2023-2024,24840,10635,2022-02-05,Partiel,0.4281400966183575
14204,2024,2021-2022,15316,15316,2023-03-24,Payé,1.0
14205,2024,2024-2025,17973,7872,2025-01-22,Partiel,0.4379903188115506
14206,2024,2022-2023,18253,8836,2024-08-25,Partiel,0.4840848079767709
14207,1259,2023-2024,23700,16572,2023-04-04,Partiel,0.6992405063291139
14208,1259,2022-2023,18122,0,2022-08-11,Impayé,0.0
14209,1773,2020-2021,21850,0,2023-04-20,Impayé,0.0
14210,1773,2022-2023,24969,24969,2022-03-17,Payé,1.0
14211,2094,2021-2022,19248,12782,2023-11-01,Partiel,0.6640689941812137
14212,2094,2020-2021,22680,11683,2022-03-15,Partiel,0.5151234567901235
14213,1295,2020-2021,15624,15624,2022-11-23,Payé,1.0
14214,1295,2024-2025,19406,19406,2021-10-03,Payé,1.0
14215,1240,2023-2024,22978,0,2022-04-28,Impayé,0.0
14216,1240,2022-2023,16327,16327,2021-11-20,Payé,1.0
14217,1823,2023-2024,18749,18749,2024-06-22,Payé,1.0
14218,1823,2020-2021,15261,0,2024-09-01,Impayé,0.0
14219,1342,2023-2024,22526,22526,2024-10-20,Payé,1.0
14220,1342,2020-2021,21667,21667,2022-03-18,Payé,1.0
14221,1840,2023-2024,23802,0,2024-06-25,Impayé,0.0
14222,1840,2020-2021,15117,10946,2023-03-19,Partiel,0.7240854666931269
14223,1840,2022-2023,16504,7011,2023-07-07,Partiel,0.4248061076102763
14224,1675,2020-2021,24616,15375,2024-02-28,Partiel,0.6245937601559961
14225,1689,2021-2022,18792,18792,2025-01-08,Payé,1.0
14226,1689,2024-2025,19237,15337,2023-11-11,Partiel,0.7972656859177626
14227,2013,2021-2022,21193,21193,2024-08-05,Payé,1.0
14228,2013,2022-2023,21964,21964,2024-02-11,Payé,1.0
14229,1918,2020-2021,22368,22368,2021-11-13,Payé,1.0
14230,1684,2024-2025,18716,18716,2024-10-12,Payé,1.0
14231,2121,2022-2023,22119,22119,2023-11-06,Payé,1.0
14232,2121,2020-2021,18501,18501,2024-02-12,Payé,1.0
14233,1528,2024-2025,24591,24591,2022-06-20,Payé,1.0
14234,1528,2021-2022,19411,19411,2025-01-17,Payé,1.0
