id_seance,id_module,id_professeur,id_salle,date_seance,heure_debut,heure_fin,effectuee,retard_minutes,nb_etudiants_presents,duree_minutes,annee_seance
7753,341,431,512,2024-03-08,13:00,15:00,Oui,0,81,120,2024
7754,331,443,507,2023-11-28,17:00,19:00,Oui,0,86,120,2023
7755,358,477,513,2022-11-24,13:00,19:00,Oui,0,85,360,2022
7756,346,425,516,2025-04-28,08:30,19:00,Oui,15,59,630,2025
7757,306,424,527,2023-12-29,15:00,15:00,Oui,5,16,0,2023
7758,328,467,504,2022-09-02,13:00,17:00,Oui,0,112,240,2022
7759,321,403,526,2023-03-28,17:00,15:00,Oui,0,97,120,2023
7760,342,427,514,2022-10-06,13:00,17:00,Oui,0,52,240,2022
7761,340,438,507,2024-02-17,10:30,17:00,Oui,0,84,390,2024
7762,325,431,519,2025-02-01,08:30,19:00,Oui,0,112,630,2025
7763,319,468,531,2022-10-10,17:00,17:00,Oui,15,35,0,2022
7764,358,477,527,2022-11-11,10:30,17:00,Oui,0,62,390,2022
7765,339,408,508,2022-12-07,13:00,15:00,Oui,0,47,120,2022
7766,330,436,509,2022-11-28,13:00,15:00,Oui,0,69,120,2022
7767,324,448,536,2024-11-29,13:00,12:30,Oui,0,53,30,2024
7768,360,468,503,2024-10-13,10:30,10:30,Oui,0,56,0,2024
7769,312,449,523,2025-02-10,10:30,15:00,Oui,0,69,270,2025
7770,351,416,512,2023-09-13,10:30,10:30,Non,0,92,0,2023
7771,327,465,501,2024-07-11,13:00,17:00,Oui,0,116,240,2024
7772,301,452,502,2024-02-12,15:00,17:00,Oui,0,53,120,2024
7773,327,465,535,2024-04-13,13:00,15:00,Oui,0,91,120,2024
7774,320,465,515,2025-02-12,08:30,12:30,Oui,0,83,240,2025
7775,356,412,515,2024-06-02,08:30,12:30,Oui,0,51,240,2024
7776,328,467,522,2024-08-13,10:30,19:00,Oui,0,22,510,2024
7777,328,467,501,2024-01-24,10:30,10:30,Oui,0,23,0,2024
7778,319,468,531,2023-12-30,10:30,17:00,Oui,0,78,390,2023
7779,354,419,511,2025-01-19,17:00,19:00,Oui,0,108,120,2025
7780,357,413,516,2024-08-10,13:00,19:00,Oui,0,56,360,2024
7781,334,479,511,2023-09-06,13:00,12:30,Oui,0,102,30,2023
7782,350,441,523,2023-06-14,13:00,10:30,Oui,0,66,150,2023
7783,355,414,508,2025-06-25,13:00,19:00,Oui,0,25,360,2025
7784,307,438,529,2023-01-15,08:30,19:00,Oui,0,96,630,2023
7785,307,438,504,2024-09-13,08:30,15:00,Oui,0,72,390,2024
7786,360,468,530,2024-05-22,10:30,15:00,Oui,0,96,270,2024
7787,359,459,514,2024-08-31,13:00,17:00,Oui,0,82,240,2024
7788,302,430,519,2023-04-18,15:00,10:30,Oui,10,60,270,2023
7789,352,451,538,2024-05-07,17:00,17:00,Oui,0,40,0,2024
7790,346,425,517,2024-04-15,17:00,12:30,Oui,0,19,270,2024
7791,351,416,522,2023-12-18,17:00,10:30,Oui,0,43,390,2023
7792,317,466,513,2023-05-14,15:00,10:30,Oui,0,115,270,2023
7793,342,427,505,2023-10-17,17:00,19:00,Oui,0,38,120,2023
7794,311,461,528,2022-11-16,17:00,19:00,Oui,0,37,120,2022
7795,331,443,536,2023-01-18,10:30,17:00,Oui,0,84,390,2023
7796,311,461,531,2023-10-08,17:00,17:00,Oui,5,38,0,2023
7797,324,448,521,2023-01-07,08:30,17:00,Oui,0,103,510,2023
7798,321,403,520,2024-12-15,10:30,15:00,Oui,0,108,270,2024
7799,313,440,515,2025-05-16,17:00,10:30,Oui,0,27,390,2025
7800,356,412,533,2023-04-08,15:00,12:30,Oui,0,52,150,2023
7801,313,440,518,2024-10-21,15:00,17:00,Oui,5,110,120,2024
7802,360,468,525,2023-07-30,15:00,19:00,Oui,0,23,240,2023
7803,357,413,520,2023-12-04,15:00,12:30,Oui,0,90,150,2023
7804,318,474,539,2024-02-09,15:00,15:00,Oui,0,58,0,2024
7805,331,443,504,2022-10-30,08:30,10:30,Oui,0,83,120,2022
7806,308,425,539,2024-07-28,17:00,10:30,Oui,0,83,390,2024
7807,304,444,515,2024-07-29,08:30,19:00,Oui,0,91,630,2024
7808,356,412,527,2024-04-17,10:30,15:00,Oui,0,64,270,2024
7809,336,444,518,2024-05-02,17:00,17:00,Oui,0,89,0,2024
7810,354,419,524,2025-02-14,13:00,17:00,Oui,0,57,240,2025
7811,335,408,537,2024-08-14,10:30,19:00,Oui,0,109,510,2024
7812,341,431,508,2022-12-15,08:30,17:00,Oui,0,110,510,2022
7813,346,425,538,2025-04-05,17:00,10:30,Oui,0,119,390,2025
7814,326,472,509,2024-05-05,10:30,19:00,Oui,0,72,510,2024
7815,349,476,506,2025-04-04,13:00,19:00,Oui,0,82,360,2025
7816,311,461,520,2024-02-20,08:30,15:00,Oui,0,116,390,2024
7817,324,448,514,2025-01-19,10:30,19:00,Oui,0,65,510,2025
7818,352,451,534,2023-04-03,10:30,10:30,Oui,0,41,0,2023
7819,324,448,534,2025-06-26,15:00,19:00,Oui,0,29,240,2025
7820,343,428,506,2024-01-17,15:00,19:00,Oui,0,25,240,2024
7821,319,468,518,2024-07-21,08:30,19:00,Oui,0,99,630,2024
7822,330,436,537,2023-08-08,15:00,17:00,Oui,0,88,120,2023
7823,326,472,504,2024-09-28,17:00,17:00,Oui,0,69,0,2024
7824,350,441,538,2023-10-31,13:00,10:30,Oui,10,95,150,2023
7825,355,414,521,2025-06-30,08:30,17:00,Oui,0,110,510,2025
7826,324,448,501,2024-06-14,15:00,10:30,Oui,0,110,270,2024
7827,324,448,508,2023-05-08,17:00,10:30,Oui,20,16,390,2023
7828,353,429,516,2023-05-16,15:00,15:00,Oui,0,32,0,2023
7829,344,427,521,2024-08-16,15:00,10:30,Oui,0,88,270,2024
7830,309,403,504,2024-07-03,08:30,19:00,Oui,0,106,630,2024
7831,306,424,508,2022-11-27,08:30,12:30,Oui,0,53,240,2022
7832,317,466,514,2025-04-02,08:30,15:00,Oui,0,104,390,2025
7833,323,414,534,2025-06-13,15:00,12:30,Oui,0,71,150,2025
7834,347,468,506,2023-11-19,17:00,19:00,Oui,0,66,120,2023
7835,304,444,537,2024-01-16,10:30,19:00,Oui,0,22,510,2024
7836,340,438,501,2024-07-15,15:00,10:30,Oui,0,61,270,2024
7837,347,468,519,2025-03-11,08:30,15:00,Oui,0,64,390,2025
7838,307,438,525,2024-01-04,17:00,12:30,Oui,0,60,270,2024
7839,336,444,523,2023-04-25,13:00,12:30,Oui,0,65,30,2023
7840,310,411,540,2022-11-27,17:00,12:30,Oui,10,75,270,2022
7841,336,444,532,2023-09-08,10:30,19:00,Oui,0,91,510,2023
7842,307,438,527,2024-10-14,13:00,12:30,Oui,0,52,30,2024
7843,323,414,512,2023-02-16,13:00,15:00,Oui,0,23,120,2023
7844,324,448,527,2023-02-04,08:30,19:00,Oui,0,104,630,2023
7845,360,468,530,2024-06-24,10:30,15:00,Oui,0,83,270,2024
7846,314,453,520,2024-12-17,08:30,15:00,Oui,5,30,390,2024
7847,359,459,503,2023-09-22,17:00,10:30,Oui,0,32,390,2023
7848,343,428,532,2023-11-13,10:30,17:00,Oui,0,68,390,2023
7849,341,431,514,2025-01-12,17:00,10:30,Oui,0,48,390,2025
7850,326,472,517,2024-03-08,17:00,19:00,Oui,0,44,120,2024
7851,314,453,538,2024-06-11,08:30,19:00,Oui,0,67,630,2024
7852,349,476,537,2022-12-01,15:00,15:00,Oui,0,103,0,2022
7853,316,438,539,2022-09-08,10:30,19:00,Oui,0,83,510,2022
7854,355,414,518,2025-03-19,13:00,15:00,Oui,0,29,120,2025
7855,308,425,516,2024-07-05,15:00,12:30,Oui,0,77,150,2024
7856,308,425,508,2025-03-17,10:30,10:30,Oui,0,97,0,2025
7857,331,443,528,2023-05-04,15:00,15:00,Oui,0,114,0,2023
7858,334,479,503,2023-10-21,10:30,19:00,Oui,0,79,510,2023
7859,301,452,534,2023-01-12,10:30,19:00,Oui,20,75,510,2023
7860,353,429,529,2024-09-05,10:30,12:30,Non,20,42,120,2024
7861,346,425,526,2024-04-04,15:00,10:30,Oui,0,47,270,2024
7862,327,465,507,2023-12-21,17:00,10:30,Oui,0,94,390,2023
7863,313,440,508,2024-08-15,15:00,10:30,Oui,0,38,270,2024
7864,315,436,535,2023-05-20,13:00,15:00,Oui,0,115,120,2023
7865,357,413,511,2022-11-20,08:30,12:30,Oui,0,44,240,2022
7866,348,433,506,2022-11-11,13:00,17:00,Oui,0,74,240,2022
7867,337,405,509,2022-09-15,13:00,10:30,Oui,0,17,150,2022
7868,329,423,504,2025-06-10,13:00,10:30,Oui,0,87,150,2025
7869,355,414,514,2023-07-24,10:30,19:00,Oui,5,97,510,2023
7870,326,472,505,2022-12-31,17:00,15:00,Oui,10,27,120,2022
7871,311,461,510,2023-06-23,17:00,17:00,Oui,0,18,0,2023
7872,331,443,538,2025-04-30,15:00,15:00,Oui,10,88,0,2025
7873,307,438,527,2023-10-25,13:00,10:30,Oui,0,78,150,2023
7874,342,427,520,2023-06-23,08:30,15:00,Oui,10,103,390,2023
7875,358,477,514,2023-08-20,08:30,19:00,Oui,0,94,630,2023
7876,336,444,504,2022-11-12,15:00,19:00,Oui,0,70,240,2022
7877,345,446,507,2024-10-21,15:00,10:30,Oui,0,34,270,2024
7878,313,440,535,2024-11-26,10:30,10:30,Oui,0,34,0,2024
7879,354,419,503,2022-11-05,10:30,17:00,Oui,0,117,390,2022
7880,345,446,527,2023-06-05,13:00,12:30,Oui,0,67,30,2023
7881,312,449,535,2022-11-03,15:00,17:00,Oui,10,92,120,2022
7882,356,412,521,2022-11-01,15:00,12:30,Oui,0,32,150,2022
7883,320,465,522,2022-09-26,15:00,12:30,Oui,0,93,150,2022
7884,349,476,530,2023-03-03,08:30,17:00,Oui,0,36,510,2023
7885,337,405,511,2023-03-11,17:00,17:00,Oui,0,87,0,2023
7886,322,429,503,2025-04-25,15:00,17:00,Oui,0,33,120,2025
7887,342,427,512,2023-05-04,13:00,15:00,Oui,0,105,120,2023
7888,320,465,518,2024-12-13,15:00,10:30,Oui,10,87,270,2024
7889,322,429,511,2023-01-19,08:30,17:00,Oui,0,47,510,2023
7890,314,453,520,2024-01-15,10:30,12:30,Oui,0,112,120,2024
7891,346,425,520,2024-04-23,10:30,12:30,Oui,0,61,120,2024
7892,360,468,510,2023-03-10,08:30,12:30,Oui,0,58,240,2023
7893,330,436,512,2023-11-14,13:00,10:30,Oui,5,33,150,2023
7894,308,425,502,2024-03-10,15:00,17:00,Oui,0,38,120,2024
7895,334,479,525,2022-10-17,10:30,17:00,Oui,0,97,390,2022
7896,317,466,523,2024-06-08,10:30,17:00,Oui,0,67,390,2024
7897,341,431,506,2025-04-11,13:00,19:00,Oui,0,18,360,2025
7898,328,467,509,2024-03-07,13:00,19:00,Non,20,84,360,2024
7899,350,441,523,2023-04-18,10:30,10:30,Oui,0,28,0,2023
7900,332,418,537,2023-04-15,17:00,19:00,Oui,15,26,120,2023
7901,327,465,511,2025-01-28,15:00,15:00,Oui,0,108,0,2025
7902,326,472,539,2024-12-26,17:00,17:00,Oui,0,116,0,2024
7903,358,477,533,2025-01-10,15:00,17:00,Oui,0,22,120,2025
7904,359,459,501,2025-06-21,13:00,17:00,Oui,0,48,240,2025
7905,306,424,502,2023-12-17,17:00,10:30,Oui,0,87,390,2023
7906,346,425,508,2022-11-06,17:00,19:00,Oui,5,31,120,2022
7907,352,451,506,2025-02-12,08:30,17:00,Oui,0,88,510,2025
7908,343,428,534,2023-10-18,10:30,12:30,Oui,10,115,120,2023
7909,354,419,521,2023-12-16,13:00,19:00,Oui,5,70,360,2023
7910,350,441,518,2025-03-08,08:30,19:00,Non,5,35,630,2025
7911,326,472,508,2023-12-03,17:00,17:00,Oui,0,55,0,2023
7912,356,412,518,2025-02-01,08:30,12:30,Oui,5,23,240,2025
7913,332,418,511,2023-10-14,15:00,12:30,Oui,0,16,150,2023
7914,306,424,523,2024-07-05,10:30,12:30,Oui,0,15,120,2024
7915,314,453,504,2022-10-13,17:00,17:00,Oui,0,46,0,2022
7916,360,468,519,2024-12-04,17:00,10:30,Oui,0,93,390,2024
7917,330,436,501,2022-09-07,17:00,19:00,Oui,0,26,120,2022
7918,309,403,508,2024-01-30,08:30,10:30,Oui,0,89,120,2024
7919,341,431,506,2024-10-27,10:30,12:30,Oui,0,32,120,2024
7920,314,453,532,2023-10-18,17:00,19:00,Non,0,113,120,2023
7921,323,414,537,2025-03-30,17:00,10:30,Oui,0,64,390,2025
7922,333,460,501,2024-07-21,08:30,19:00,Oui,0,69,630,2024
7923,333,460,531,2024-02-11,08:30,10:30,Oui,0,17,120,2024
7924,317,466,539,2024-03-21,10:30,17:00,Oui,0,30,390,2024
7925,350,441,507,2024-01-14,08:30,10:30,Non,0,81,120,2024
7926,344,427,506,2024-06-13,17:00,19:00,Oui,0,97,120,2024
7927,304,444,524,2024-02-13,10:30,19:00,Oui,0,118,510,2024
7928,303,448,520,2023-07-05,10:30,15:00,Non,0,118,270,2023
7929,316,438,501,2023-01-19,13:00,12:30,Oui,0,50,30,2023
7930,301,452,527,2024-12-20,13:00,17:00,Oui,0,88,240,2024
7931,339,408,539,2024-01-26,13:00,17:00,Oui,0,70,240,2024
7932,318,474,529,2023-07-01,08:30,10:30,Oui,0,85,120,2023
7933,338,438,509,2024-02-29,08:30,12:30,Oui,0,105,240,2024
7934,328,467,535,2023-03-07,10:30,12:30,Oui,0,98,120,2023
7935,323,414,515,2025-03-03,13:00,10:30,Oui,0,34,150,2025
7936,349,476,526,2023-06-16,13:00,19:00,Oui,0,23,360,2023
7937,336,444,532,2024-02-19,10:30,17:00,Oui,0,44,390,2024
7938,333,460,523,2023-09-30,10:30,12:30,Oui,0,59,120,2023
7939,328,467,530,2022-10-06,08:30,12:30,Oui,5,94,240,2022
7940,315,436,507,2023-06-13,13:00,10:30,Oui,0,85,150,2023
7941,302,430,508,2025-01-05,10:30,15:00,Non,5,59,270,2025
7942,337,405,537,2022-10-07,15:00,10:30,Oui,0,19,270,2022
7943,327,465,504,2025-04-09,10:30,10:30,Oui,10,48,0,2025
7944,318,474,528,2024-12-15,08:30,12:30,Oui,0,86,240,2024
7945,359,459,516,2023-06-21,08:30,10:30,Oui,0,107,120,2023
7946,311,461,512,2023-10-16,10:30,19:00,Non,0,109,510,2023
7947,305,470,528,2023-01-19,10:30,10:30,Oui,0,98,0,2023
7948,321,403,517,2024-10-06,15:00,17:00,Oui,0,111,120,2024
7949,301,452,521,2023-12-04,13:00,15:00,Non,0,63,120,2023
7950,321,403,503,2024-05-18,10:30,17:00,Oui,0,68,390,2024
7951,344,427,515,2024-05-07,08:30,10:30,Oui,5,94,120,2024
7952,322,429,506,2024-07-13,13:00,17:00,Oui,0,107,240,2024
7953,324,448,514,2024-05-26,10:30,15:00,Oui,0,45,270,2024
7954,339,408,523,2025-01-11,15:00,19:00,Oui,0,36,240,2025
7955,306,424,511,2024-06-12,10:30,17:00,Oui,0,100,390,2024
7956,355,414,512,2024-11-16,08:30,19:00,Oui,0,65,630,2024
7957,356,412,527,2024-11-02,15:00,12:30,Non,0,31,150,2024
7958,302,430,518,2023-02-04,17:00,17:00,Non,0,67,0,2023
7959,334,479,535,2025-02-22,13:00,19:00,Oui,0,52,360,2025
7960,314,453,531,2025-04-14,10:30,19:00,Oui,10,22,510,2025
7961,349,476,514,2024-09-10,15:00,10:30,Oui,0,118,270,2024
7962,337,405,533,2024-05-14,15:00,15:00,Oui,0,33,0,2024
7963,359,459,509,2023-12-26,13:00,12:30,Oui,0,54,30,2023
7964,356,412,504,2024-05-22,15:00,19:00,Oui,0,34,240,2024
7965,346,425,508,2023-07-06,15:00,15:00,Oui,0,92,0,2023
7966,318,474,523,2023-08-02,17:00,12:30,Oui,0,17,270,2023
7967,306,424,526,2024-03-20,08:30,10:30,Oui,0,27,120,2024
7968,344,427,540,2025-06-06,17:00,19:00,Oui,0,25,120,2025
7969,356,412,534,2023-06-28,08:30,17:00,Oui,0,44,510,2023
7970,334,479,520,2023-12-06,17:00,15:00,Oui,0,79,120,2023
7971,357,413,533,2023-09-02,17:00,19:00,Oui,0,50,120,2023
7972,302,430,538,2025-01-07,15:00,17:00,Oui,0,48,120,2025
7973,333,460,502,2024-08-12,08:30,10:30,Oui,0,38,120,2024
7974,324,448,506,2023-07-27,13:00,15:00,Oui,5,40,120,2023
7975,360,468,518,2023-02-16,10:30,12:30,Oui,0,18,120,2023
7976,312,449,508,2024-12-01,17:00,19:00,Oui,0,69,120,2024
7977,352,451,501,2024-01-04,08:30,19:00,Oui,0,64,630,2024
7978,310,411,504,2022-12-29,08:30,12:30,Oui,0,28,240,2022
7979,315,436,539,2025-03-03,17:00,19:00,Oui,0,92,120,2025
7980,343,428,504,2023-02-12,13:00,10:30,Oui,0,16,150,2023
7981,302,430,514,2024-05-02,15:00,10:30,Oui,0,45,270,2024
7982,305,470,507,2025-06-13,17:00,17:00,Oui,10,112,0,2025
7983,341,431,536,2024-12-28,08:30,17:00,Oui,0,34,510,2024
7984,359,459,523,2022-12-14,13:00,10:30,Oui,20,89,150,2022
7985,320,465,519,2025-04-13,13:00,15:00,Oui,0,16,120,2025
7986,334,479,508,2023-02-05,15:00,15:00,Oui,0,43,0,2023
7987,353,429,522,2023-08-06,08:30,17:00,Oui,0,36,510,2023
7988,357,413,536,2025-02-25,08:30,17:00,Oui,0,32,510,2025
7989,350,441,530,2022-12-25,15:00,10:30,Oui,0,68,270,2022
7990,360,468,507,2025-01-21,17:00,10:30,Oui,0,114,390,2025
7991,353,429,540,2025-04-20,10:30,12:30,Non,0,40,120,2025
7992,344,427,539,2024-10-26,15:00,10:30,Oui,0,83,270,2024
7993,307,438,513,2025-05-21,10:30,10:30,Oui,0,72,0,2025
7994,342,427,527,2023-04-06,08:30,12:30,Oui,0,117,240,2023
7995,326,472,519,2022-10-01,17:00,15:00,Oui,0,115,120,2022
7996,338,438,523,2025-04-11,17:00,10:30,Oui,0,16,390,2025
7997,324,448,511,2024-02-09,13:00,12:30,Oui,0,117,30,2024
7998,302,430,509,2023-11-11,10:30,12:30,Oui,5,120,120,2023
7999,328,467,508,2024-11-09,15:00,19:00,Oui,0,100,240,2024
8000,305,470,525,2024-08-22,13:00,17:00,Oui,0,100,240,2024
8001,353,429,531,2022-10-11,15:00,15:00,Oui,0,23,0,2022
8002,324,448,528,2023-05-01,13:00,12:30,Oui,0,26,30,2023
8003,341,431,521,2022-12-22,15:00,15:00,Oui,0,120,0,2022
8004,315,436,510,2024-11-04,15:00,10:30,Oui,0,42,270,2024
8005,308,425,513,2024-09-15,17:00,15:00,Oui,0,115,120,2024
8006,312,449,511,2024-03-31,08:30,19:00,Oui,0,83,630,2024
8007,337,405,515,2023-06-08,13:00,19:00,Oui,0,23,360,2023
8008,301,452,515,2022-10-19,08:30,17:00,Oui,0,91,510,2022
8009,352,451,505,2022-10-02,10:30,10:30,Oui,10,33,0,2022
8010,338,438,507,2024-09-24,15:00,17:00,Oui,0,107,120,2024
8011,334,479,524,2024-11-03,15:00,12:30,Oui,0,44,150,2024
8012,315,436,540,2024-07-07,17:00,10:30,Oui,10,26,390,2024
8013,329,423,501,2024-06-29,08:30,15:00,Oui,0,78,390,2024
8014,326,472,527,2024-02-14,10:30,17:00,Oui,0,79,390,2024
8015,357,413,538,2025-01-17,08:30,15:00,Oui,0,75,390,2025
8016,345,446,516,2024-07-22,08:30,12:30,Oui,0,84,240,2024
8017,335,408,505,2025-03-08,13:00,10:30,Oui,0,32,150,2025
8018,349,476,515,2024-10-02,15:00,19:00,Oui,10,27,240,2024
8019,303,448,522,2024-09-11,15:00,10:30,Oui,0,112,270,2024
8020,319,468,539,2025-04-03,15:00,10:30,Oui,0,34,270,2025
8021,342,427,519,2024-04-22,13:00,15:00,Oui,10,69,120,2024
8022,339,408,530,2025-04-17,13:00,10:30,Oui,0,71,150,2025
8023,315,436,507,2022-10-26,08:30,19:00,Oui,10,74,630,2022
8024,319,468,508,2024-09-10,13:00,17:00,Oui,0,83,240,2024
8025,307,438,515,2025-05-13,08:30,12:30,Oui,0,27,240,2025
8026,317,466,532,2024-06-13,10:30,19:00,Oui,0,17,510,2024
8027,347,468,512,2025-02-22,08:30,15:00,Oui,0,79,390,2025
8028,304,444,521,2025-03-29,15:00,10:30,Oui,0,35,270,2025
8029,349,476,537,2023-08-20,15:00,19:00,Oui,0,66,240,2023
8030,336,444,510,2025-03-12,17:00,15:00,Oui,0,20,120,2025
8031,304,444,529,2025-01-01,10:30,10:30,Oui,0,72,0,2025
8032,328,467,525,2023-10-29,08:30,12:30,Oui,0,58,240,2023
8033,319,468,514,2024-11-30,10:30,15:00,Oui,0,92,270,2024
8034,340,438,509,2023-11-21,15:00,19:00,Oui,0,75,240,2023
8035,338,438,539,2022-12-16,08:30,15:00,Oui,0,81,390,2022
8036,313,440,534,2024-11-14,10:30,12:30,Oui,0,22,120,2024
8037,313,440,522,2024-09-28,13:00,10:30,Oui,5,59,150,2024
8038,313,440,502,2023-06-24,17:00,17:00,Oui,0,110,0,2023
8039,357,413,506,2024-07-02,15:00,17:00,Oui,0,47,120,2024
8040,341,431,501,2024-06-05,13:00,17:00,Oui,0,72,240,2024
8041,303,448,504,2025-04-28,15:00,17:00,Oui,0,105,120,2025
8042,344,427,522,2024-08-06,15:00,10:30,Oui,5,90,270,2024
8043,356,412,502,2024-01-08,17:00,15:00,Oui,10,33,120,2024
8044,353,429,512,2025-05-04,15:00,12:30,Oui,0,73,150,2025
8045,345,446,514,2023-09-05,10:30,12:30,Oui,0,97,120,2023
8046,302,430,510,2025-05-15,08:30,17:00,Oui,5,62,510,2025
8047,343,428,532,2025-01-20,15:00,10:30,Oui,0,69,270,2025
8048,323,414,511,2022-12-27,10:30,19:00,Oui,0,84,510,2022
8049,345,446,524,2023-04-22,17:00,17:00,Oui,0,88,0,2023
8050,319,468,536,2023-12-21,10:30,10:30,Oui,5,69,0,2023
8051,351,416,538,2022-09-17,10:30,12:30,Oui,20,18,120,2022
8052,328,467,512,2024-12-25,17:00,19:00,Non,5,16,120,2024
8053,336,444,507,2024-02-28,15:00,15:00,Oui,0,78,0,2024
8054,330,436,505,2023-01-03,08:30,10:30,Oui,0,72,120,2023
8055,329,423,530,2022-10-10,08:30,17:00,Oui,0,39,510,2022
8056,324,448,529,2022-11-20,08:30,10:30,Oui,0,52,120,2022
8057,329,423,538,2023-10-12,15:00,17:00,Oui,0,38,120,2023
8058,332,418,517,2024-03-26,10:30,10:30,Oui,15,118,0,2024
8059,313,440,529,2023-07-25,15:00,17:00,Oui,0,45,120,2023
8060,309,403,536,2022-09-11,17:00,10:30,Oui,0,109,390,2022
8061,303,448,526,2024-06-27,10:30,15:00,Oui,0,93,270,2024
8062,321,403,540,2024-06-27,17:00,12:30,Oui,0,109,270,2024
8063,322,429,539,2023-12-05,10:30,17:00,Oui,0,38,390,2023
8064,323,414,535,2023-02-26,17:00,10:30,Oui,0,120,390,2023
8065,318,474,525,2023-11-30,08:30,15:00,Oui,0,113,390,2023
8066,308,425,537,2025-01-27,15:00,17:00,Oui,0,72,120,2025
8067,353,429,526,2024-07-10,15:00,12:30,Oui,10,85,150,2024
8068,327,465,520,2024-08-29,17:00,17:00,Non,0,48,0,2024
8069,354,419,540,2024-10-05,08:30,19:00,Oui,0,84,630,2024
8070,336,444,528,2024-05-10,15:00,17:00,Oui,0,61,120,2024
8071,325,431,527,2022-10-15,17:00,10:30,Oui,0,100,390,2022
8072,323,414,507,2023-08-18,10:30,12:30,Oui,0,113,120,2023
8073,309,403,505,2024-09-30,13:00,12:30,Oui,0,94,30,2024
8074,340,438,503,2024-03-26,17:00,10:30,Oui,0,89,390,2024
8075,306,424,515,2023-08-22,13:00,12:30,Oui,0,46,30,2023
8076,313,440,514,2023-08-21,10:30,12:30,Oui,0,60,120,2023
8077,352,451,505,2022-11-23,13:00,15:00,Oui,15,59,120,2022
8078,309,403,504,2023-04-21,10:30,15:00,Oui,0,51,270,2023
8079,319,468,522,2022-11-08,15:00,19:00,Oui,0,79,240,2022
8080,308,425,536,2024-04-06,10:30,19:00,Oui,0,39,510,2024
8081,345,446,516,2023-09-30,13:00,12:30,Oui,0,65,30,2023
8082,313,440,511,2025-01-21,17:00,10:30,Oui,20,59,390,2025
8083,336,444,537,2023-12-17,13:00,15:00,Oui,0,26,120,2023
8084,356,412,511,2022-12-27,13:00,19:00,Oui,0,65,360,2022
8085,339,408,521,2023-06-02,08:30,12:30,Non,0,46,240,2023
8086,311,461,532,2024-12-01,15:00,17:00,Oui,0,54,120,2024
8087,343,428,538,2024-10-01,08:30,10:30,Oui,0,64,120,2024
8088,306,424,512,2024-03-03,17:00,12:30,Oui,0,72,270,2024
8089,340,438,522,2023-03-20,10:30,17:00,Oui,0,72,390,2023
8090,341,431,505,2023-12-14,13:00,12:30,Oui,0,107,30,2023
8091,335,408,526,2023-05-21,13:00,17:00,Non,5,55,240,2023
8092,307,438,510,2024-11-25,08:30,12:30,Oui,0,104,240,2024
8093,314,453,502,2025-01-19,10:30,10:30,Oui,10,15,0,2025
8094,310,411,537,2023-07-22,17:00,15:00,Oui,0,55,120,2023
8095,349,476,509,2024-03-07,10:30,10:30,Oui,0,23,0,2024
8096,329,423,523,2023-12-16,13:00,10:30,Oui,0,55,150,2023
8097,305,470,507,2024-03-08,10:30,10:30,Oui,0,89,0,2024
8098,303,448,507,2024-05-06,08:30,19:00,Oui,0,71,630,2024
8099,332,418,532,2025-04-02,13:00,17:00,Oui,0,92,240,2025
8100,342,427,509,2024-10-06,13:00,12:30,Oui,0,34,30,2024
8101,310,411,506,2025-06-24,13:00,15:00,Oui,0,104,120,2025
8102,320,465,535,2023-04-13,08:30,15:00,Oui,0,113,390,2023
8103,357,413,535,2025-05-17,15:00,17:00,Oui,0,96,120,2025
8104,360,468,525,2023-10-12,10:30,12:30,Non,5,90,120,2023
8105,316,438,538,2025-01-28,13:00,19:00,Oui,0,22,360,2025
8106,355,414,511,2024-07-28,17:00,15:00,Oui,0,70,120,2024
8107,310,411,518,2022-12-27,13:00,19:00,Oui,5,115,360,2022
8108,325,431,523,2023-09-29,17:00,12:30,Oui,0,114,270,2023
8109,352,451,521,2025-02-12,15:00,12:30,Oui,0,66,150,2025
8110,328,467,512,2022-10-07,13:00,17:00,Oui,0,76,240,2022
8111,329,423,509,2023-08-11,10:30,15:00,Oui,10,109,270,2023
8112,321,403,524,2023-02-12,15:00,12:30,Oui,10,86,150,2023
8113,325,431,511,2023-08-20,13:00,10:30,Oui,0,111,150,2023
8114,315,436,507,2023-09-11,15:00,12:30,Oui,0,111,150,2023
8115,343,428,520,2025-03-04,15:00,12:30,Oui,0,90,150,2025
8116,308,425,517,2023-09-05,08:30,12:30,Oui,0,116,240,2023
8117,333,460,511,2024-01-17,08:30,15:00,Oui,0,87,390,2024
8118,315,436,537,2023-08-25,08:30,19:00,Oui,0,104,630,2023
8119,324,448,527,2024-11-16,15:00,10:30,Oui,10,32,270,2024
8120,320,465,527,2024-11-25,13:00,10:30,Oui,0,89,150,2024
8121,354,419,524,2025-01-29,08:30,17:00,Oui,0,51,510,2025
8122,316,438,503,2022-10-09,17:00,10:30,Oui,0,21,390,2022
8123,358,477,506,2023-11-24,10:30,19:00,Oui,0,94,510,2023
8124,358,477,512,2023-06-03,15:00,10:30,Oui,10,26,270,2023
8125,354,419,538,2023-11-30,08:30,10:30,Oui,0,68,120,2023
8126,307,438,502,2023-06-22,08:30,15:00,Oui,0,66,390,2023
8127,346,425,518,2024-11-28,15:00,10:30,Oui,0,75,270,2024
8128,328,467,528,2023-05-24,10:30,19:00,Oui,0,106,510,2023
