id_charge,id_etudiant,semaine,heures_cours,heures_devoirs,heures_projets,heures_temps_mort,charge_totale
15870,1651,2023-S20,12.6,6.6,3.5,1.8,24.5
15871,1651,2023-S21,18.3,3.4,2.3,1.1,25.1
15872,1651,2023-S22,14.0,5.2,4.1,1.5,24.8
15873,1651,2023-S23,15.3,2.8,3.4,2.1,23.6
15874,1651,2023-S24,22.7,2.3,4.2,5.0,34.2
15875,1651,2023-S25,23.3,8.4,5.2,3.1,40.0
15876,1651,2023-S26,15.4,3.5,3.1,3.9,25.9
15877,1651,2023-S27,20.0,6.9,3.1,1.0,31.0
15878,1651,2023-S28,12.6,2.2,3.8,4.8,23.4
15879,1651,2023-S29,18.0,9.5,4.5,2.8,34.8
15880,1651,2023-S30,10.9,4.5,3.0,4.8,23.2
15881,1651,2023-S31,15.0,9.0,2.4,1.2,27.6
15882,1651,2023-S32,18.1,6.0,5.4,1.8,31.3
15883,1651,2023-S33,17.4,2.5,5.0,1.8,26.7
15884,1651,2023-S34,14.6,2.7,4.9,3.1,25.3
15885,1503,2023-S01,14.5,3.1,4.9,1.1,23.6
15886,1503,2023-S02,20.7,5.4,1.3,4.1,31.5
15887,1503,2023-S03,17.5,8.8,2.5,1.6,30.4
15888,1503,2023-S04,11.5,8.1,2.2,4.9,26.7
15889,1503,2023-S05,23.4,9.9,5.4,2.9,41.6
15890,1503,2023-S06,22.7,3.1,2.8,4.3,32.9
15891,1503,2023-S07,17.6,4.7,2.4,2.2,26.9
15892,1503,2023-S08,13.1,3.4,4.2,3.4,24.1
15893,1503,2023-S09,24.4,8.5,2.8,2.0,37.7
15894,1503,2023-S10,22.6,3.8,1.2,4.6,32.2
15895,1503,2023-S11,20.4,4.0,1.9,3.3,29.6
15896,1503,2023-S12,10.5,9.2,4.2,2.1,26.0
15897,1503,2023-S13,13.8,3.0,3.4,1.5,21.7
15898,1503,2023-S14,21.6,3.5,4.8,1.5,31.4
15899,1503,2023-S15,12.8,8.2,2.2,4.0,27.2
15900,1503,2023-S16,23.4,2.1,2.1,3.5,31.1
15901,1503,2023-S17,19.8,3.1,3.5,3.1,29.5
15902,1503,2023-S18,20.9,8.4,4.4,5.0,38.7
15903,1503,2023-S19,21.1,2.2,4.2,1.6,29.1
15904,1503,2023-S20,16.4,8.1,1.2,4.3,30.0
15905,1503,2023-S21,14.3,9.0,5.0,2.5,30.8
15906,1503,2023-S22,18.8,7.3,3.5,3.7,33.3
15907,1503,2023-S23,16.9,3.5,1.7,3.2,25.3
15908,1503,2023-S24,12.9,7.1,3.4,4.7,28.1
15909,1503,2023-S25,21.0,3.2,3.2,2.3,29.7
15910,1503,2023-S26,24.8,8.8,3.4,4.4,41.4
15911,1503,2023-S27,17.7,7.3,1.1,3.9,30.0
15912,1503,2023-S28,20.6,3.8,4.0,2.8,31.2
15913,1503,2023-S29,21.1,9.6,1.9,1.8,34.4
15914,1503,2023-S30,23.6,8.1,4.2,2.7,38.6
15915,1503,2023-S31,23.2,6.7,1.4,1.2,32.5
15916,1503,2023-S32,23.2,2.8,3.4,2.3,31.7
15917,1503,2023-S33,20.5,7.7,4.9,3.6,36.7
15918,1503,2023-S34,17.4,2.1,1.1,4.7,25.3
15919,1534,2023-S01,23.8,3.4,2.0,4.4,33.6
15920,1534,2023-S02,21.6,6.5,2.4,1.3,31.8
15921,1534,2023-S03,15.9,6.8,3.5,3.6,29.8
15922,1534,2023-S04,13.7,6.4,2.2,3.9,26.2
15923,1534,2023-S05,20.1,9.6,4.3,4.9,38.9
15924,1534,2023-S06,19.8,6.7,5.0,2.7,34.2
15925,1534,2023-S07,14.9,2.6,3.6,3.4,24.5
15926,1534,2023-S08,12.2,7.2,1.4,1.1,21.9
15927,1534,2023-S09,10.6,2.7,2.7,2.4,18.4
15928,1534,2023-S10,10.2,8.1,4.8,2.1,25.2
15929,1534,2023-S11,17.3,2.2,2.1,3.2,24.8
15930,1534,2023-S12,20.4,6.0,3.4,2.1,31.9
15931,1534,2023-S13,14.4,9.1,1.1,4.3,28.9
15932,1534,2023-S14,17.1,3.5,1.7,2.5,24.8
15933,1534,2023-S15,13.5,5.9,3.0,1.8,24.2
15934,1534,2023-S16,20.4,8.1,3.0,4.7,36.2
15935,1534,2023-S17,22.0,2.4,5.2,1.7,31.3
15936,1534,2023-S18,23.7,8.5,4.0,1.5,37.7
15937,1534,2023-S19,18.0,4.9,3.5,2.4,28.8
15938,1534,2023-S20,24.3,7.2,5.7,2.7,39.9
15939,1534,2023-S21,15.5,6.8,5.6,1.9,29.8
15940,1534,2023-S22,14.0,7.4,3.5,1.7,26.6
15941,1534,2023-S23,13.8,7.8,3.9,3.4,28.9
15942,1534,2023-S24,24.2,3.6,2.3,2.5,32.6
15943,1534,2023-S25,21.5,8.2,3.0,4.5,37.2
15944,1534,2023-S26,14.6,4.4,2.1,2.0,23.1
15945,1534,2023-S27,23.6,8.8,6.0,2.3,40.7
15946,1534,2023-S28,23.0,9.3,4.1,1.0,37.4
15947,1534,2023-S29,18.9,7.1,3.5,4.5,34.0
15948,1534,2023-S30,18.3,9.9,2.6,4.0,34.8
15949,1534,2023-S31,16.1,6.3,1.1,3.0,26.5
15950,1534,2023-S32,14.6,7.6,4.7,2.8,29.7
15951,1534,2023-S33,11.9,5.7,3.3,1.1,22.0
15952,1534,2023-S34,24.9,4.6,1.2,2.7,33.4
15953,1956,2023-S01,17.1,3.1,1.4,4.5,26.1
15954,1956,2023-S02,20.2,8.3,1.2,1.1,30.8
15955,1956,2023-S03,16.7,4.9,3.4,2.7,27.7
15956,1956,2023-S04,15.9,5.6,3.6,3.8,28.9
15957,1956,2023-S05,14.5,8.1,4.5,2.9,30.0
15958,1956,2023-S06,22.9,8.7,2.9,1.7,36.2
15959,1956,2023-S07,16.0,7.6,2.9,3.7,30.2
15960,1956,2023-S08,16.7,9.2,3.1,1.7,30.7
15961,1956,2023-S09,24.3,8.7,5.8,4.9,43.7
15962,1956,2023-S10,17.4,8.2,3.4,3.9,32.9
15963,1956,2023-S11,24.5,4.0,2.3,2.4,33.2
15964,1956,2023-S12,22.1,5.2,5.7,3.6,36.6
15965,1956,2023-S13,12.5,8.6,4.7,3.4,29.2
15966,1956,2023-S14,20.0,3.0,2.7,2.5,28.2
15967,1956,2023-S15,15.2,8.4,5.8,3.5,32.9
15968,1956,2023-S16,12.1,7.3,1.6,1.8,22.8
15969,1956,2023-S17,12.2,7.4,1.1,3.8,24.5
15970,1956,2023-S18,16.5,5.8,4.0,4.6,30.9
15971,1956,2023-S19,18.3,6.7,4.9,1.2,31.1
15972,1956,2023-S20,19.4,5.7,2.9,3.6,31.6
15973,1956,2023-S21,12.4,9.2,2.0,3.7,27.3
15974,1956,2023-S22,11.6,9.3,2.1,4.0,27.0
15975,1956,2023-S23,10.5,7.5,4.0,3.1,25.1
15976,1956,2023-S24,22.7,2.7,5.1,1.7,32.2
15977,1956,2023-S25,22.6,2.5,4.8,1.1,31.0
15978,1956,2023-S26,17.4,5.9,5.4,3.2,31.9
15979,1956,2023-S27,12.6,3.9,5.7,3.6,25.8
15980,1956,2023-S28,14.7,9.8,3.1,1.5,29.1
15981,1956,2023-S29,15.1,7.9,3.9,3.7,30.6
15982,1956,2023-S30,17.2,3.5,5.4,1.0,27.1
15983,1956,2023-S31,17.8,2.6,1.3,4.4,26.1
15984,1956,2023-S32,11.4,4.1,4.3,2.9,22.7
15985,1956,2023-S33,20.9,5.9,2.9,4.2,33.9
15986,1956,2023-S34,19.2,5.1,6.0,2.2,32.5
15987,1671,2023-S01,13.0,6.1,3.3,1.8,24.2
15988,1671,2023-S02,10.7,5.5,4.1,2.2,22.5
15989,1671,2023-S03,16.0,9.9,1.4,2.9,30.2
15990,1671,2023-S04,16.9,7.2,2.2,3.3,29.6
15991,1671,2023-S05,14.0,4.2,2.5,1.7,22.4
15992,1671,2023-S06,21.9,5.0,5.1,3.3,35.3
15993,1671,2023-S07,18.3,3.4,4.8,1.2,27.7
15994,1671,2023-S08,19.1,7.5,2.7,4.6,33.9
15995,1671,2023-S09,11.1,2.0,4.1,2.8,20.0
15996,1671,2023-S10,22.5,4.7,5.7,2.6,35.5
15997,1671,2023-S11,23.1,2.5,2.4,2.4,30.4
15998,1671,2023-S12,18.2,2.3,5.8,5.0,31.3
15999,1671,2023-S13,21.8,6.2,5.9,2.8,36.7
16000,1671,2023-S14,12.9,2.8,6.0,1.5,23.2
16001,1671,2023-S15,12.9,5.4,1.2,1.0,20.5
16002,1671,2023-S16,13.0,2.8,2.0,4.0,21.8
16003,1671,2023-S17,20.1,3.1,4.9,4.9,33.0
16004,1671,2023-S18,10.3,8.5,2.6,4.6,26.0
16005,1671,2023-S19,17.6,5.3,4.9,4.8,32.6
16006,1671,2023-S20,22.0,2.7,5.8,1.6,32.1
16007,1671,2023-S21,18.2,8.5,5.0,2.0,33.7
16008,1671,2023-S22,16.6,5.1,1.1,2.4,25.2
16009,1671,2023-S23,18.7,4.0,4.3,1.3,28.3
16010,1671,2023-S24,18.1,6.6,3.4,3.8,31.9
16011,1671,2023-S25,23.3,4.8,3.6,1.9,33.6
16012,1671,2023-S26,14.9,3.0,2.3,3.4,23.6
16013,1671,2023-S27,11.2,9.2,3.8,1.9,26.1
16014,1671,2023-S28,18.2,6.7,1.9,3.1,29.9
16015,1671,2023-S29,19.3,6.5,2.8,3.1,31.7
16016,1671,2023-S30,20.8,6.6,5.4,2.8,35.6
16017,1671,2023-S31,13.0,7.5,4.6,3.5,28.6
16018,1671,2023-S32,15.7,6.2,1.2,4.8,27.9
16019,1671,2023-S33,14.8,7.5,4.3,2.6,29.2
16020,1671,2023-S34,15.2,2.9,2.9,4.6,25.6
16021,1645,2023-S01,24.8,7.1,2.5,2.9,37.3
16022,1645,2023-S02,24.9,5.0,2.3,4.5,36.7
16023,1645,2023-S03,23.1,2.2,1.3,4.7,31.3
16024,1645,2023-S04,19.7,6.0,5.0,1.6,32.3
16025,1645,2023-S05,21.2,5.0,2.5,4.0,32.7
16026,1645,2023-S06,12.4,8.5,1.3,3.1,25.3
16027,1645,2023-S07,14.8,8.7,2.6,2.9,29.0
16028,1645,2023-S08,18.3,2.2,3.7,2.4,26.6
16029,1645,2023-S09,15.6,3.4,5.9,2.0,26.9
16030,1645,2023-S10,23.8,9.3,1.9,2.6,37.6
16031,1645,2023-S11,22.4,5.5,4.5,1.1,33.5
16032,1645,2023-S12,12.2,10.0,5.7,1.3,29.2
16033,1645,2023-S13,20.1,7.8,4.1,4.5,36.5
16034,1645,2023-S14,24.6,2.8,5.8,3.2,36.4
16035,1645,2023-S15,24.2,6.9,2.6,2.7,36.4
16036,1645,2023-S16,10.9,5.0,3.9,2.0,21.8
16037,1645,2023-S17,12.7,3.1,2.0,3.0,20.8
16038,1645,2023-S18,23.8,5.2,2.7,2.0,33.7
16039,1645,2023-S19,24.3,2.4,4.8,5.0,36.5
16040,1645,2023-S20,17.1,3.0,1.4,1.7,23.2
16041,1645,2023-S21,22.7,3.1,3.3,1.7,30.8
16042,1645,2023-S22,15.9,9.6,3.4,3.7,32.6
16043,1645,2023-S23,19.4,6.9,5.3,5.0,36.6
16044,1645,2023-S24,18.5,7.3,2.2,4.9,32.9
16045,1645,2023-S25,23.6,2.1,4.6,3.2,33.5
16046,1645,2023-S26,13.7,4.3,3.9,2.0,23.9
16047,1645,2023-S27,12.1,8.2,5.4,1.6,27.3
16048,1645,2023-S28,12.3,7.8,6.0,4.0,30.1
16049,1645,2023-S29,24.7,9.8,5.1,3.4,43.0
16050,1645,2023-S30,23.0,5.6,1.7,2.5,32.8
16051,1645,2023-S31,13.1,6.0,4.1,1.3,24.5
16052,1645,2023-S32,12.2,9.0,1.1,1.7,24.0
16053,1645,2023-S33,13.3,5.8,4.2,4.3,27.6
16054,1645,2023-S34,20.2,8.9,1.1,4.2,34.4
16055,1125,2023-S01,24.8,8.2,2.0,2.1,37.1
16056,1125,2023-S02,16.9,4.0,5.3,2.6,28.8
16057,1125,2023-S03,12.4,6.7,2.0,1.4,22.5
16058,1125,2023-S04,18.9,4.7,4.2,3.7,31.5
16059,1125,2023-S05,23.5,9.4,2.8,1.3,37.0
16060,1125,2023-S06,21.7,9.0,1.8,4.1,36.6
16061,1125,2023-S07,20.2,6.5,3.2,2.4,32.3
16062,1125,2023-S08,24.4,8.2,2.9,3.8,39.3
16063,1125,2023-S09,13.4,3.1,4.4,1.9,22.8
16064,1125,2023-S10,22.3,7.6,5.8,3.3,39.0
16065,1125,2023-S11,23.3,2.8,2.5,2.6,31.2
16066,1125,2023-S12,14.4,3.8,1.0,1.3,20.5
16067,1125,2023-S13,20.1,3.8,3.9,2.3,30.1
16068,1125,2023-S14,13.4,9.8,1.9,1.5,26.6
16069,1125,2023-S15,20.0,4.9,5.1,1.1,31.1
16070,1125,2023-S16,12.6,6.2,3.5,3.6,25.9
16071,1125,2023-S17,18.0,3.8,2.9,2.3,27.0
16072,1125,2023-S18,23.0,2.5,5.4,3.7,34.6
16073,1125,2023-S19,21.5,5.1,5.6,4.8,37.0
16074,1125,2023-S20,18.6,2.5,5.4,1.8,28.3
16075,1125,2023-S21,16.1,7.9,2.9,4.2,31.1
16076,1125,2023-S22,15.8,5.2,1.7,3.7,26.4
16077,1125,2023-S23,17.4,4.5,1.7,2.7,26.3
16078,1125,2023-S24,12.7,4.4,1.2,2.7,21.0
16079,1125,2023-S25,18.2,7.7,3.5,2.9,32.3
16080,1125,2023-S26,23.1,9.4,4.2,3.2,39.9
16081,1125,2023-S27,15.8,6.8,3.4,1.2,27.2
16082,1125,2023-S28,16.7,8.6,2.5,5.0,32.8
16083,1125,2023-S29,11.5,9.2,1.1,4.0,25.8
16084,1125,2023-S30,19.2,9.1,1.5,4.7,34.5
16085,1125,2023-S31,19.1,3.1,5.4,4.1,31.7
16086,1125,2023-S32,20.8,6.6,4.9,4.0,36.3
16087,1125,2023-S33,13.7,7.7,1.7,3.5,26.6
16088,1125,2023-S34,10.4,5.3,3.5,4.8,24.0
16089,1899,2023-S01,13.4,4.9,5.1,2.6,26.0
16090,1899,2023-S02,14.8,5.1,5.4,3.5,28.8
16091,1899,2023-S03,24.1,8.1,4.5,4.7,41.4
16092,1899,2023-S04,15.6,7.2,5.6,4.2,32.6
16093,1899,2023-S05,16.0,2.1,1.1,2.1,21.3
16094,1899,2023-S06,16.5,7.1,1.1,3.9,28.6
16095,1899,2023-S07,11.6,9.5,1.5,3.3,25.9
16096,1899,2023-S08,19.3,2.0,4.1,4.2,29.6
16097,1899,2023-S09,21.2,3.4,2.4,2.7,29.7
16098,1899,2023-S10,16.7,5.3,3.3,4.2,29.5
16099,1899,2023-S11,22.7,4.9,2.2,4.1,33.9
16100,1899,2023-S12,21.0,9.0,5.2,1.3,36.5
16101,1899,2023-S13,22.6,7.8,2.2,3.0,35.6
16102,1899,2023-S14,12.8,8.4,6.0,1.6,28.8
16103,1899,2023-S15,14.9,6.7,4.1,3.3,29.0
16104,1899,2023-S16,14.7,9.1,3.5,2.2,29.5
16105,1899,2023-S17,24.9,2.7,3.7,2.7,34.0
16106,1899,2023-S18,22.4,5.0,5.6,1.4,34.4
16107,1899,2023-S19,15.9,8.3,1.9,3.2,29.3
16108,1899,2023-S20,18.3,6.7,2.3,3.1,30.4
16109,1899,2023-S21,18.6,6.5,5.8,2.2,33.1
16110,1899,2023-S22,20.4,9.3,1.6,4.1,35.4
16111,1899,2023-S23,20.4,4.9,3.6,1.6,30.5
16112,1899,2023-S24,23.6,2.1,4.4,1.6,31.7
16113,1899,2023-S25,13.2,4.5,6.0,4.5,28.2
16114,1899,2023-S26,10.6,9.7,2.7,1.2,24.2
16115,1899,2023-S27,19.8,8.2,3.9,3.8,35.7
16116,1899,2023-S28,17.8,2.2,1.8,2.7,24.5
16117,1899,2023-S29,20.4,2.4,3.4,1.7,27.9
16118,1899,2023-S30,14.7,4.1,3.5,1.0,23.3
16119,1899,2023-S31,18.8,5.5,4.3,4.0,32.6
16120,1899,2023-S32,19.8,8.0,1.4,1.3,30.5
16121,1899,2023-S33,11.8,3.2,1.6,4.7,21.3
16122,1899,2023-S34,18.0,7.8,3.7,3.1,32.6
16123,1610,2023-S01,20.8,2.7,4.2,2.6,30.3
16124,1610,2023-S02,24.1,6.9,3.4,4.0,38.4
16125,1610,2023-S03,12.1,9.0,5.4,4.4,30.9
16126,1610,2023-S04,23.8,6.2,5.0,2.1,37.1
16127,1610,2023-S05,24.6,5.2,1.5,3.3,34.6
16128,1610,2023-S06,21.4,4.5,4.0,2.5,32.4
16129,1610,2023-S07,21.2,8.5,4.4,4.3,38.4
16130,1610,2023-S08,16.6,2.1,4.1,2.0,24.8
16131,1610,2023-S09,20.5,7.2,1.4,4.7,33.8
16132,1610,2023-S10,15.8,3.0,2.7,1.3,22.8
16133,1610,2023-S11,20.0,9.2,5.3,4.5,39.0
16134,1610,2023-S12,13.3,9.3,2.1,1.4,26.1
16135,1610,2023-S13,20.3,2.9,2.9,2.9,29.0
16136,1610,2023-S14,10.6,8.6,1.5,2.4,23.1
16137,1610,2023-S15,22.5,2.1,1.3,2.9,28.8
16138,1610,2023-S16,16.5,5.7,2.9,3.7,28.8
16139,1610,2023-S17,15.3,5.4,5.7,5.0,31.4
16140,1610,2023-S18,23.3,2.5,5.2,2.2,33.2
16141,1610,2023-S19,25.0,2.4,3.8,4.7,35.9
16142,1610,2023-S20,24.6,4.3,2.5,1.4,32.8
16143,1610,2023-S21,22.0,6.0,1.9,2.9,32.8
16144,1610,2023-S22,24.7,7.0,5.0,4.6,41.3
16145,1610,2023-S23,19.3,2.6,5.2,4.8,31.9
16146,1610,2023-S24,16.5,8.1,5.1,3.4,33.1
16147,1610,2023-S25,12.4,4.2,4.7,4.2,25.5
16148,1610,2023-S26,14.7,6.8,3.5,3.8,28.8
16149,1610,2023-S27,15.5,2.9,5.8,1.9,26.1
16150,1610,2023-S28,23.7,4.8,3.9,1.8,34.2
16151,1610,2023-S29,13.8,8.3,1.9,4.9,28.9
16152,1610,2023-S30,18.2,2.7,3.4,2.6,26.9
16153,1610,2023-S31,13.8,8.0,4.8,2.7,29.3
16154,1610,2023-S32,23.3,6.9,4.8,4.0,39.0
16155,1610,2023-S33,19.4,3.5,4.2,2.8,29.9
16156,1610,2023-S34,17.8,5.8,2.6,3.7,29.9
16157,2075,2023-S01,16.6,8.7,1.4,1.4,28.1
16158,2075,2023-S02,21.2,5.3,3.1,3.6,33.2
16159,2075,2023-S03,24.3,2.8,4.4,4.3,35.8
16160,2075,2023-S04,16.5,6.9,5.1,3.4,31.9
16161,2075,2023-S05,24.0,5.7,5.8,4.2,39.7
16162,2075,2023-S06,12.0,4.8,4.3,2.6,23.7
16163,2075,2023-S07,18.8,6.3,5.6,2.3,33.0
16164,2075,2023-S08,11.6,4.3,4.0,2.0,21.9
16165,2075,2023-S09,13.0,3.8,4.8,4.5,26.1
16166,2075,2023-S10,19.3,8.5,3.2,1.1,32.1
16167,2075,2023-S11,11.0,9.5,3.5,2.5,26.5
16168,2075,2023-S12,20.3,6.6,4.4,3.0,34.3
16169,2075,2023-S13,22.4,6.6,5.6,2.1,36.7
16170,2075,2023-S14,19.3,10.0,4.1,1.3,34.7
16171,2075,2023-S15,10.6,6.9,5.3,2.8,25.6
16172,2075,2023-S16,14.6,9.3,2.4,4.3,30.6
16173,2075,2023-S17,12.1,5.0,5.1,2.3,24.5
16174,2075,2023-S18,23.4,9.7,1.7,3.4,38.2
16175,2075,2023-S19,22.6,3.1,3.3,3.3,32.3
16176,2075,2023-S20,17.3,7.6,1.3,4.1,30.3
16177,2075,2023-S21,12.7,6.1,2.4,4.3,25.5
16178,2075,2023-S22,23.2,3.8,4.3,1.4,32.7
16179,2075,2023-S23,16.0,2.6,5.9,2.0,26.5
16180,2075,2023-S24,18.5,7.1,4.0,2.4,32.0
16181,2075,2023-S25,12.4,5.6,5.8,4.2,28.0
16182,2075,2023-S26,17.8,2.1,2.6,2.1,24.6
16183,2075,2023-S27,17.4,2.4,5.3,4.7,29.8
16184,2075,2023-S28,22.6,6.5,3.4,1.9,34.4
16185,2075,2023-S29,20.8,7.0,5.1,2.7,35.6
16186,2075,2023-S30,11.9,8.5,4.7,3.6,28.7
16187,2075,2023-S31,13.5,5.1,2.3,4.1,25.0
16188,2075,2023-S32,16.8,3.2,3.7,1.6,25.3
16189,2075,2023-S33,11.3,7.3,4.7,3.2,26.5
16190,2075,2023-S34,12.6,8.1,4.9,2.0,27.6
16191,1204,2023-S01,10.3,6.5,4.8,2.8,24.4
16192,1204,2023-S02,12.6,9.6,2.5,2.8,27.5
16193,1204,2023-S03,21.5,4.0,5.7,4.9,36.1
16194,1204,2023-S04,20.8,8.8,5.8,4.6,40.0
16195,1204,2023-S05,16.2,6.1,5.7,2.1,30.1
16196,1204,2023-S06,12.4,6.2,1.7,2.8,23.1
16197,1204,2023-S07,13.3,8.1,4.8,2.2,28.4
16198,1204,2023-S08,23.1,8.5,1.8,2.9,36.3
16199,1204,2023-S09,19.1,7.1,2.3,2.9,31.4
16200,1204,2023-S10,20.2,5.8,2.3,2.8,31.1
16201,1204,2023-S11,17.5,2.6,1.1,2.5,23.7
16202,1204,2023-S12,22.5,7.8,3.7,4.3,38.3
16203,1204,2023-S13,23.9,7.1,2.1,2.7,35.8
16204,1204,2023-S14,14.5,2.4,4.1,3.5,24.5
16205,1204,2023-S15,18.2,6.4,5.5,2.4,32.5
16206,1204,2023-S16,20.5,2.3,4.2,3.5,30.5
16207,1204,2023-S17,13.2,6.3,2.5,2.5,24.5
16208,1204,2023-S18,18.1,7.4,2.2,1.6,29.3
16209,1204,2023-S19,24.9,2.5,5.5,1.3,34.2
16210,1204,2023-S20,24.9,2.3,1.9,4.7,33.8
16211,1204,2023-S21,22.5,3.0,2.3,1.9,29.7
16212,1204,2023-S22,13.9,7.6,3.3,4.9,29.7
16213,1204,2023-S23,19.5,8.3,2.2,2.5,32.5
16214,1204,2023-S24,21.7,3.9,3.6,4.4,33.6
16215,1204,2023-S25,15.1,6.6,4.4,2.6,28.7
16216,1204,2023-S26,19.5,6.2,2.0,3.7,31.4
16217,1204,2023-S27,23.4,8.0,4.5,1.4,37.3
16218,1204,2023-S28,20.6,2.8,3.0,3.9,30.3
16219,1204,2023-S29,21.7,5.2,2.4,2.3,31.6
16220,1204,2023-S30,17.8,8.9,2.2,2.0,30.9
16221,1204,2023-S31,15.7,4.0,3.6,4.6,27.9
16222,1204,2023-S32,21.5,9.2,1.8,2.8,35.3
16223,1204,2023-S33,24.9,9.5,5.4,3.3,43.1
16224,1204,2023-S34,17.1,5.6,2.2,3.1,28.0
16225,1530,2023-S01,14.7,3.4,4.9,2.3,25.3
16226,1530,2023-S02,10.9,8.6,1.2,1.6,22.3
16227,1530,2023-S03,16.5,2.7,1.3,3.7,24.2
16228,1530,2023-S04,23.0,8.3,2.9,2.0,36.2
16229,1530,2023-S05,21.2,2.7,5.7,4.3,33.9
16230,1530,2023-S06,15.6,3.0,2.3,3.3,24.2
16231,1530,2023-S07,22.9,2.7,1.9,1.7,29.2
16232,1530,2023-S08,25.0,7.1,4.4,1.8,38.3
16233,1530,2023-S09,20.0,4.1,1.6,3.6,29.3
16234,1530,2023-S10,18.7,4.0,3.9,1.6,28.2
16235,1530,2023-S11,16.2,7.8,2.6,1.4,28.0
16236,1530,2023-S12,18.0,7.6,5.8,1.2,32.6
16237,1530,2023-S13,12.7,3.4,2.1,2.3,20.5
16238,1530,2023-S14,21.7,3.3,4.3,4.0,33.3
16239,1530,2023-S15,18.2,6.6,3.1,1.6,29.5
16240,1530,2023-S16,23.9,3.2,5.8,3.2,36.1
16241,1530,2023-S17,22.2,4.4,2.2,3.9,32.7
16242,1530,2023-S18,18.9,8.3,1.1,3.5,31.8
16243,1530,2023-S19,10.8,4.6,1.7,4.5,21.6
16244,1530,2023-S20,17.8,2.8,4.5,3.2,28.3
16245,1530,2023-S21,22.8,5.3,1.9,2.0,32.0
16246,1530,2023-S22,15.2,7.9,4.7,1.9,29.7
16247,1530,2023-S23,10.0,4.6,3.5,4.0,22.1
16248,1530,2023-S24,13.9,2.1,4.0,4.9,24.9
16249,1530,2023-S25,15.5,3.3,3.3,2.9,25.0
16250,1530,2023-S26,19.5,6.5,1.7,1.6,29.3
16251,1530,2023-S27,12.8,7.8,2.4,4.2,27.2
16252,1530,2023-S28,17.2,6.3,2.4,1.3,27.2
16253,1530,2023-S29,16.6,3.1,2.5,1.1,23.3
16254,1530,2023-S30,16.7,7.8,4.2,3.8,32.5
16255,1530,2023-S31,16.7,7.2,4.2,4.8,32.9
16256,1530,2023-S32,11.5,6.2,5.7,2.2,25.6
16257,1530,2023-S33,22.0,9.0,3.1,2.5,36.6
16258,1530,2023-S34,19.0,8.0,2.0,3.3,32.3
16259,1613,2023-S01,10.4,9.7,1.7,4.6,26.4
16260,1613,2023-S02,23.7,2.4,6.0,3.7,35.8
16261,1613,2023-S03,15.7,7.6,5.4,4.1,32.8
16262,1613,2023-S04,15.2,3.4,4.4,4.0,27.0
16263,1613,2023-S05,11.9,2.5,5.9,5.0,25.3
16264,1613,2023-S06,17.7,8.6,5.0,4.4,35.7
16265,1613,2023-S07,19.5,3.9,1.5,4.6,29.5
16266,1613,2023-S08,20.8,4.5,3.6,2.5,31.4
16267,1613,2023-S09,18.9,8.0,5.4,1.1,33.4
16268,1613,2023-S10,16.8,2.4,4.5,3.3,27.0
16269,1613,2023-S11,15.0,9.0,1.7,4.3,30.0
16270,1613,2023-S12,16.8,2.1,3.0,2.8,24.7
16271,1613,2023-S13,14.6,6.0,3.6,4.9,29.1
16272,1613,2023-S14,10.2,7.0,3.0,3.8,24.0
16273,1613,2023-S15,24.8,8.4,3.2,4.8,41.2
16274,1613,2023-S16,14.1,9.0,5.6,4.5,33.2
16275,1613,2023-S17,24.9,9.4,3.2,3.2,40.7
16276,1613,2023-S18,18.8,9.8,2.6,4.6,35.8
16277,1613,2023-S19,23.4,7.8,2.8,1.6,35.6
16278,1613,2023-S20,12.2,5.9,3.8,3.6,25.5
16279,1613,2023-S21,17.6,9.2,4.4,3.9,35.1
16280,1613,2023-S22,22.8,5.0,5.0,3.7,36.5
16281,1613,2023-S23,17.6,3.3,5.1,3.0,29.0
16282,1613,2023-S24,21.7,6.8,3.0,3.2,34.7
16283,1613,2023-S25,16.9,5.9,5.4,2.6,30.8
16284,1613,2023-S26,21.5,2.6,1.6,4.7,30.4
16285,1613,2023-S27,10.8,9.1,4.4,3.3,27.6
16286,1613,2023-S28,12.3,7.3,2.1,4.6,26.3
16287,1613,2023-S29,21.5,3.2,1.1,3.9,29.7
16288,1613,2023-S30,12.5,5.6,5.0,1.0,24.1
16289,1613,2023-S31,24.1,2.6,4.8,2.9,34.4
16290,1613,2023-S32,21.2,2.3,3.8,3.0,30.3
16291,1613,2023-S33,13.7,7.8,3.1,2.9,27.5
16292,1613,2023-S34,11.0,5.4,2.0,4.3,22.7
16293,1627,2023-S01,24.9,9.9,2.2,3.5,40.5
16294,1627,2023-S02,20.8,3.4,2.5,4.8,31.5
16295,1627,2023-S03,11.3,3.9,3.7,3.5,22.4
16296,1627,2023-S04,16.6,4.6,1.0,4.6,26.8
16297,1627,2023-S05,10.2,9.4,2.0,4.3,25.9
16298,1627,2023-S06,21.4,9.0,1.2,1.4,33.0
16299,1627,2023-S07,16.4,8.7,3.4,1.4,29.9
16300,1627,2023-S08,11.1,9.7,3.7,3.2,27.7
16301,1627,2023-S09,18.3,7.7,5.4,1.2,32.6
16302,1627,2023-S10,12.4,8.7,2.5,3.0,26.6
16303,1627,2023-S11,11.0,5.0,2.5,1.8,20.3
16304,1627,2023-S12,14.0,5.0,4.2,2.7,25.9
