id_note,id_etudiant,id_module,annee_universitaire,note,mention,session,resultat,admis_bool
5811,1624,340,2023-2024,13.34,Assez Bien,Normale,Admis,1
5812,2063,332,2021-2022,13.95,Assez Bien,Normale,Admis,1
5813,1771,324,2023-2024,9.31,Insuffisant,Normale,Échec,0
5814,1226,322,2023-2024,8.51,Insuffisant,Normale,Échec,0
5815,1630,315,2024-2025,13.97,Assez Bien,Normale,Admis,1
5816,1089,354,2021-2022,12.08,Assez Bien,Rattrapage,Admis,1
5817,2171,304,2021-2022,14.62,Bien,Normale,Admis,1
5818,1554,360,2024-2025,15.27,Bien,Normale,Admis,1
5819,1039,342,2022-2023,12.06,Assez Bien,Rattrapage,Admis,1
5820,1257,319,2023-2024,10.87,Passable,Normale,Admis,1
5821,2191,356,2023-2024,10.48,Passable,Normale,Admis,1
5822,1104,341,2020-2021,14.74,Bien,Normale,Admis,1
5823,1103,337,2022-2023,8.61,Insuffisant,Normale,Échec,0
5824,1020,339,2020-2021,14.43,Bien,Normale,Admis,1
5825,1859,345,2022-2023,11.47,Passable,Normale,Admis,1
5826,1990,315,2023-2024,15.45,Bien,Normale,Admis,1
5827,1851,309,2022-2023,7.21,Insuffisant,Normale,Échec,0
5828,1344,326,2023-2024,10.99,Passable,Normale,Admis,1
5829,1284,309,2022-2023,12.18,Assez Bien,Normale,Admis,1
5830,1536,339,2021-2022,17.25,Très Bien,Normale,Admis,1
5831,1068,315,2023-2024,18.17,Très Bien,Normale,Admis,1
5832,1473,304,2024-2025,13.85,Assez Bien,Normale,Admis,1
5833,1174,346,2022-2023,10.72,Passable,Normale,Admis,1
5834,1121,359,2020-2021,9.43,Insuffisant,Normale,Échec,0
5835,1681,310,2023-2024,10.47,Passable,Normale,Admis,1
5836,1496,307,2020-2021,6.54,Insuffisant,Normale,Échec,0
5837,1943,312,2021-2022,10.45,Passable,Normale,Admis,1
5838,1812,320,2020-2021,12.48,Assez Bien,Normale,Admis,1
5839,1530,332,2022-2023,12.17,Assez Bien,Normale,Admis,1
5840,1863,337,2020-2021,11.87,Passable,Normale,Admis,1
5841,1024,341,2020-2021,14.21,Bien,Normale,Admis,1
5842,2069,318,2021-2022,15.54,Bien,Normale,Admis,1
5843,1457,314,2022-2023,10.01,Passable,Normale,Admis,1
5844,2081,348,2022-2023,7.9,Insuffisant,Rattrapage,Échec,0
5845,1919,352,2022-2023,9.26,Insuffisant,Normale,Échec,0
5846,1336,311,2024-2025,8.36,Insuffisant,Normale,Échec,0
5847,2104,341,2021-2022,12.13,Assez Bien,Normale,Admis,1
5848,1662,340,2023-2024,15.17,Bien,Normale,Admis,1
5849,1851,359,2023-2024,9.8,Insuffisant,Normale,Échec,0
5850,1977,352,2020-2021,9.0,Insuffisant,Normale,Échec,0
5851,1723,316,2024-2025,15.89,Bien,Normale,Admis,1
5852,1041,351,2021-2022,6.61,Insuffisant,Normale,Échec,0
5853,1341,328,2021-2022,9.4,Insuffisant,Normale,Échec,0
5854,1617,330,2021-2022,7.65,Insuffisant,Normale,Échec,0
5855,1825,321,2020-2021,15.84,Bien,Normale,Admis,1
5856,1088,347,2021-2022,12.25,Assez Bien,Rattrapage,Admis,1
5857,1294,339,2024-2025,14.8,Bien,Rattrapage,Admis,1
5858,1033,337,2020-2021,13.69,Assez Bien,Normale,Admis,1
5859,1114,328,2022-2023,14.99,Bien,Normale,Admis,1
5860,1929,327,2020-2021,13.3,Assez Bien,Normale,Admis,1
5861,1639,320,2021-2022,13.85,Assez Bien,Normale,Admis,1
5862,1925,333,2023-2024,13.11,Assez Bien,Normale,Admis,1
5863,1511,354,2022-2023,13.14,Assez Bien,Normale,Admis,1
5864,1652,317,2020-2021,11.37,Passable,Rattrapage,Admis,1
5865,1582,312,2021-2022,13.84,Assez Bien,Normale,Admis,1
5866,1256,326,2024-2025,5.95,Insuffisant,Normale,Échec,0
5867,2010,339,2021-2022,13.21,Assez Bien,Rattrapage,Admis,1
5868,1126,348,2023-2024,12.37,Assez Bien,Normale,Admis,1
5869,1908,324,2022-2023,17.16,Très Bien,Normale,Admis,1
5870,2170,315,2024-2025,15.71,Bien,Normale,Admis,1
5871,1403,320,2021-2022,19.95,Très Bien,Normale,Admis,1
5872,2177,326,2024-2025,15.12,Bien,Normale,Admis,1
5873,1040,318,2022-2023,12.17,Assez Bien,Normale,Admis,1
5874,1435,348,2024-2025,13.09,Assez Bien,Rattrapage,Admis,1
5875,1376,351,2022-2023,12.45,Assez Bien,Normale,Admis,1
5876,1358,333,2023-2024,5.73,Insuffisant,Normale,Échec,0
5877,2143,345,2021-2022,15.33,Bien,Normale,Admis,1
5878,1685,330,2021-2022,14.17,Bien,Rattrapage,Admis,1
5879,1509,353,2024-2025,17.83,Très Bien,Normale,Admis,1
5880,1202,358,2021-2022,10.74,Passable,Normale,Admis,1
5881,1505,302,2023-2024,6.72,Insuffisant,Normale,Échec,0
5882,1477,318,2022-2023,13.78,Assez Bien,Rattrapage,Admis,1
5883,1510,341,2021-2022,16.87,Très Bien,Normale,Admis,1
5884,1104,312,2021-2022,18.55,Très Bien,Normale,Admis,1
5885,1867,320,2020-2021,5.12,Insuffisant,Normale,Échec,0
5886,1367,310,2022-2023,9.43,Insuffisant,Normale,Échec,0
5887,1975,360,2022-2023,10.58,Passable,Normale,Admis,1
5888,1045,341,2024-2025,12.18,Assez Bien,Normale,Admis,1
5889,2104,324,2021-2022,4.73,Insuffisant,Rattrapage,Échec,0
5890,1940,311,2020-2021,11.33,Passable,Normale,Admis,1
5891,1496,315,2022-2023,14.39,Bien,Normale,Admis,1
5892,1092,321,2020-2021,16.61,Très Bien,Rattrapage,Admis,1
5893,1819,304,2021-2022,14.85,Bien,Normale,Admis,1
5894,1510,353,2021-2022,10.66,Passable,Normale,Admis,1
5895,1669,307,2020-2021,5.87,Insuffisant,Normale,Échec,0
5896,1999,346,2020-2021,14.08,Bien,Normale,Admis,1
5897,1749,323,2022-2023,13.19,Assez Bien,Normale,Admis,1
5898,2095,355,2023-2024,15.78,Bien,Normale,Admis,1
5899,1111,352,2024-2025,16.22,Très Bien,Normale,Admis,1
5900,1547,341,2020-2021,16.89,Très Bien,Normale,Admis,1
5901,1560,310,2021-2022,9.04,Insuffisant,Rattrapage,Échec,0
5902,1613,322,2023-2024,15.76,Bien,Normale,Admis,1
5903,1626,305,2020-2021,12.69,Assez Bien,Normale,Admis,1
5904,1321,324,2022-2023,5.01,Insuffisant,Normale,Échec,0
5905,1180,309,2022-2023,8.12,Insuffisant,Normale,Échec,0
5906,1477,333,2020-2021,5.1,Insuffisant,Rattrapage,Échec,0
5907,1996,350,2024-2025,16.0,Très Bien,Normale,Admis,1
5908,1155,338,2020-2021,9.69,Insuffisant,Normale,Échec,0
5909,1511,353,2022-2023,14.42,Bien,Normale,Admis,1
5910,1044,323,2021-2022,17.37,Très Bien,Normale,Admis,1
5911,1636,340,2022-2023,14.9,Bien,Rattrapage,Admis,1
5912,1141,340,2023-2024,11.47,Passable,Normale,Admis,1
5913,1226,322,2023-2024,6.34,Insuffisant,Normale,Échec,0
5914,1644,323,2023-2024,18.69,Très Bien,Rattrapage,Admis,1
5915,1249,358,2023-2024,13.18,Assez Bien,Normale,Admis,1
5916,1886,352,2021-2022,18.65,Très Bien,Normale,Admis,1
5917,1356,333,2021-2022,17.05,Très Bien,Normale,Admis,1
5918,1569,327,2021-2022,16.95,Très Bien,Rattrapage,Admis,1
5919,1036,354,2023-2024,14.99,Bien,Normale,Admis,1
5920,1247,348,2023-2024,15.7,Bien,Rattrapage,Admis,1
5921,1275,355,2020-2021,13.4,Assez Bien,Normale,Admis,1
5922,2099,343,2022-2023,10.59,Passable,Normale,Admis,1
5923,1886,316,2022-2023,9.92,Insuffisant,Rattrapage,Échec,0
5924,1270,301,2020-2021,15.2,Bien,Normale,Admis,1
5925,1939,328,2020-2021,13.29,Assez Bien,Normale,Admis,1
5926,1641,303,2022-2023,18.63,Très Bien,Rattrapage,Admis,1
5927,1316,304,2022-2023,9.6,Insuffisant,Normale,Échec,0
5928,2152,343,2023-2024,13.13,Assez Bien,Normale,Admis,1
5929,2026,352,2022-2023,7.91,Insuffisant,Normale,Échec,0
5930,1861,339,2023-2024,14.46,Bien,Normale,Admis,1
5931,1944,357,2020-2021,5.58,Insuffisant,Normale,Échec,0
5932,1627,313,2021-2022,13.54,Assez Bien,Rattrapage,Admis,1
5933,1866,302,2024-2025,13.34,Assez Bien,Normale,Admis,1
5934,1087,348,2024-2025,11.65,Passable,Normale,Admis,1
5935,1078,307,2020-2021,18.37,Très Bien,Normale,Admis,1
5936,1162,359,2022-2023,14.34,Bien,Normale,Admis,1
5937,1856,347,2020-2021,10.2,Passable,Normale,Admis,1
5938,1103,347,2021-2022,14.26,Bien,Normale,Admis,1
5939,1305,332,2024-2025,13.22,Assez Bien,Normale,Admis,1
5940,2075,333,2024-2025,15.11,Bien,Normale,Admis,1
5941,1202,335,2024-2025,12.79,Assez Bien,Normale,Admis,1
5942,1425,303,2022-2023,20.0,Très Bien,Normale,Admis,1
5943,1801,343,2020-2021,13.77,Assez Bien,Normale,Admis,1
5944,1791,316,2024-2025,10.53,Passable,Normale,Admis,1
5945,2072,308,2023-2024,12.77,Assez Bien,Rattrapage,Admis,1
5946,2041,331,2024-2025,9.73,Insuffisant,Rattrapage,Échec,0
5947,1722,306,2024-2025,9.26,Insuffisant,Normale,Échec,0
5948,1724,360,2023-2024,16.38,Très Bien,Normale,Admis,1
5949,1094,323,2020-2021,12.2,Assez Bien,Normale,Admis,1
5950,1782,322,2023-2024,18.14,Très Bien,Normale,Admis,1
5951,2141,335,2021-2022,11.92,Passable,Normale,Admis,1
5952,1779,331,2021-2022,12.61,Assez Bien,Normale,Admis,1
5953,2074,303,2020-2021,14.31,Bien,Normale,Admis,1
5954,1982,310,2023-2024,15.9,Bien,Normale,Admis,1
5955,1321,353,2020-2021,14.17,Bien,Normale,Admis,1
5956,2135,308,2022-2023,14.05,Bien,Normale,Admis,1
5957,1917,310,2021-2022,9.99,Insuffisant,Normale,Échec,0
5958,1939,314,2022-2023,15.08,Bien,Normale,Admis,1
5959,1861,319,2020-2021,7.38,Insuffisant,Normale,Échec,0
5960,1955,334,2021-2022,16.6,Très Bien,Normale,Admis,1
5961,1059,335,2021-2022,2.87,Insuffisant,Normale,Échec,0
5962,1102,350,2023-2024,14.66,Bien,Rattrapage,Admis,1
5963,1909,357,2024-2025,9.29,Insuffisant,Normale,Échec,0
5964,2197,341,2024-2025,11.38,Passable,Normale,Admis,1
5965,1761,307,2022-2023,9.56,Insuffisant,Normale,Échec,0
5966,1710,319,2024-2025,10.89,Passable,Normale,Admis,1
5967,2124,314,2023-2024,10.87,Passable,Normale,Admis,1
5968,1946,358,2020-2021,9.97,Insuffisant,Rattrapage,Échec,0
5969,1533,325,2023-2024,17.66,Très Bien,Normale,Admis,1
5970,1540,337,2020-2021,6.35,Insuffisant,Normale,Échec,0
5971,1891,325,2024-2025,14.79,Bien,Rattrapage,Admis,1
5972,2055,347,2023-2024,16.06,Très Bien,Normale,Admis,1
5973,1921,324,2020-2021,5.82,Insuffisant,Normale,Échec,0
5974,2150,322,2023-2024,9.41,Insuffisant,Normale,Échec,0
5975,1207,306,2023-2024,9.72,Insuffisant,Normale,Échec,0
5976,1624,323,2023-2024,15.88,Bien,Rattrapage,Admis,1
5977,1094,323,2024-2025,12.55,Assez Bien,Normale,Admis,1
5978,1749,353,2023-2024,11.19,Passable,Rattrapage,Admis,1
5979,1425,320,2021-2022,10.46,Passable,Normale,Admis,1
5980,1184,333,2020-2021,10.35,Passable,Normale,Admis,1
5981,1899,314,2024-2025,14.65,Bien,Rattrapage,Admis,1
5982,1301,302,2020-2021,10.24,Passable,Rattrapage,Admis,1
5983,1276,323,2024-2025,6.44,Insuffisant,Normale,Échec,0
5984,1709,328,2022-2023,11.68,Passable,Normale,Admis,1
5985,1439,316,2023-2024,9.03,Insuffisant,Normale,Échec,0
5986,1977,331,2021-2022,9.95,Insuffisant,Rattrapage,Échec,0
5987,1038,344,2021-2022,10.61,Passable,Normale,Admis,1
5988,1204,325,2023-2024,8.64,Insuffisant,Normale,Échec,0
5989,2142,331,2020-2021,14.17,Bien,Rattrapage,Admis,1
5990,1330,354,2023-2024,6.67,Insuffisant,Normale,Échec,0
5991,1221,324,2022-2023,4.6,Insuffisant,Rattrapage,Échec,0
5992,2122,331,2021-2022,16.82,Très Bien,Normale,Admis,1
5993,1026,355,2020-2021,11.3,Passable,Rattrapage,Admis,1
5994,1295,317,2020-2021,12.16,Assez Bien,Normale,Admis,1
5995,1284,324,2022-2023,10.51,Passable,Normale,Admis,1
5996,1691,321,2020-2021,12.89,Assez Bien,Normale,Admis,1
5997,1119,322,2022-2023,7.64,Insuffisant,Normale,Échec,0
5998,1065,333,2020-2021,13.3,Assez Bien,Rattrapage,Admis,1
5999,2155,338,2024-2025,10.7,Passable,Rattrapage,Admis,1
6000,1428,337,2023-2024,13.89,Assez Bien,Normale,Admis,1
6001,1823,341,2023-2024,17.58,Très Bien,Normale,Admis,1
6002,1486,334,2024-2025,13.87,Assez Bien,Normale,Admis,1
6003,1980,309,2022-2023,7.73,Insuffisant,Normale,Échec,0
6004,1774,307,2023-2024,15.62,Bien,Normale,Admis,1
6005,1440,301,2021-2022,10.46,Passable,Normale,Admis,1
6006,1578,316,2024-2025,10.99,Passable,Normale,Admis,1
6007,1451,350,2020-2021,11.63,Passable,Normale,Admis,1
6008,1057,302,2024-2025,16.92,Très Bien,Normale,Admis,1
6009,1163,319,2021-2022,13.18,Assez Bien,Rattrapage,Admis,1
6010,1641,311,2024-2025,10.57,Passable,Normale,Admis,1
6011,1630,340,2021-2022,15.96,Bien,Normale,Admis,1
6012,1037,332,2022-2023,15.01,Bien,Normale,Admis,1
6013,1218,329,2024-2025,13.25,Assez Bien,Rattrapage,Admis,1
6014,2160,342,2023-2024,13.32,Assez Bien,Rattrapage,Admis,1
6015,1644,318,2023-2024,11.66,Passable,Normale,Admis,1
6016,1794,310,2024-2025,8.87,Insuffisant,Normale,Échec,0
6017,2017,345,2021-2022,12.15,Assez Bien,Normale,Admis,1
6018,1736,307,2024-2025,17.78,Très Bien,Normale,Admis,1
6019,1774,311,2021-2022,17.85,Très Bien,Normale,Admis,1
6020,1690,310,2023-2024,6.68,Insuffisant,Rattrapage,Échec,0
6021,1671,341,2023-2024,8.06,Insuffisant,Normale,Échec,0
6022,1115,301,2021-2022,14.72,Bien,Normale,Admis,1
6023,1261,316,2020-2021,11.2,Passable,Normale,Admis,1
6024,1266,315,2022-2023,10.23,Passable,Normale,Admis,1
6025,1080,324,2023-2024,12.7,Assez Bien,Normale,Admis,1
6026,1959,329,2020-2021,10.32,Passable,Normale,Admis,1
6027,1378,324,2020-2021,10.79,Passable,Normale,Admis,1
6028,1756,334,2024-2025,13.38,Assez Bien,Normale,Admis,1
6029,1090,353,2022-2023,15.32,Bien,Normale,Admis,1
6030,1210,360,2024-2025,17.34,Très Bien,Normale,Admis,1
6031,1340,350,2024-2025,8.09,Insuffisant,Normale,Échec,0
6032,1025,322,2020-2021,16.32,Très Bien,Rattrapage,Admis,1
6033,1846,326,2023-2024,15.9,Bien,Rattrapage,Admis,1
6034,1089,346,2024-2025,20.0,Très Bien,Normale,Admis,1
6035,1236,355,2021-2022,15.18,Bien,Rattrapage,Admis,1
6036,1446,338,2021-2022,7.74,Insuffisant,Normale,Échec,0
6037,2000,334,2024-2025,12.56,Assez Bien,Rattrapage,Admis,1
6038,1602,350,2022-2023,13.25,Assez Bien,Normale,Admis,1
6039,1996,341,2024-2025,14.87,Bien,Normale,Admis,1
6040,1069,338,2024-2025,12.67,Assez Bien,Normale,Admis,1
6041,1782,352,2021-2022,10.51,Passable,Normale,Admis,1
6042,1853,306,2022-2023,11.26,Passable,Normale,Admis,1
6043,1288,331,2023-2024,18.55,Très Bien,Normale,Admis,1
6044,1662,354,2024-2025,17.59,Très Bien,Normale,Admis,1
6045,1578,320,2022-2023,14.17,Bien,Rattrapage,Admis,1
6046,1319,301,2021-2022,8.39,Insuffisant,Normale,Échec,0
6047,1328,352,2022-2023,12.74,Assez Bien,Rattrapage,Admis,1
6048,2138,310,2022-2023,9.71,Insuffisant,Normale,Échec,0
6049,2100,335,2023-2024,12.5,Assez Bien,Normale,Admis,1
6050,1392,347,2020-2021,11.09,Passable,Normale,Admis,1
6051,1501,356,2023-2024,13.54,Assez Bien,Normale,Admis,1
6052,1481,330,2020-2021,15.77,Bien,Rattrapage,Admis,1
6053,1615,324,2020-2021,18.65,Très Bien,Normale,Admis,1
6054,1464,305,2020-2021,14.98,Bien,Rattrapage,Admis,1
6055,2092,303,2021-2022,12.47,Assez Bien,Normale,Admis,1
6056,1779,344,2023-2024,11.3,Passable,Normale,Admis,1
6057,1250,359,2022-2023,15.34,Bien,Normale,Admis,1
6058,1249,339,2021-2022,11.28,Passable,Normale,Admis,1
6059,2176,327,2020-2021,9.36,Insuffisant,Normale,Échec,0
6060,1785,306,2020-2021,11.13,Passable,Normale,Admis,1
6061,1541,330,2020-2021,11.08,Passable,Normale,Admis,1
6062,2027,337,2020-2021,13.19,Assez Bien,Normale,Admis,1
6063,1209,353,2024-2025,8.26,Insuffisant,Rattrapage,Échec,0
6064,1257,347,2022-2023,15.98,Bien,Rattrapage,Admis,1
6065,1775,343,2024-2025,14.49,Bien,Normale,Admis,1
6066,1293,357,2022-2023,11.56,Passable,Rattrapage,Admis,1
6067,1996,327,2024-2025,10.35,Passable,Rattrapage,Admis,1
6068,2131,343,2021-2022,9.38,Insuffisant,Normale,Échec,0
6069,1593,305,2020-2021,16.16,Très Bien,Rattrapage,Admis,1
6070,1452,317,2020-2021,16.56,Très Bien,Rattrapage,Admis,1
6071,1576,306,2021-2022,19.92,Très Bien,Normale,Admis,1
6072,1143,334,2020-2021,11.59,Passable,Normale,Admis,1
6073,1228,355,2024-2025,7.12,Insuffisant,Normale,Échec,0
6074,1213,320,2020-2021,13.7,Assez Bien,Normale,Admis,1
6075,1701,359,2020-2021,13.19,Assez Bien,Normale,Admis,1
6076,1475,311,2022-2023,11.11,Passable,Rattrapage,Admis,1
6077,1238,329,2024-2025,16.89,Très Bien,Normale,Admis,1
6078,1005,320,2022-2023,9.4,Insuffisant,Normale,Échec,0
6079,1923,303,2024-2025,15.96,Bien,Normale,Admis,1
6080,1740,327,2020-2021,10.64,Passable,Normale,Admis,1
6081,2173,348,2022-2023,10.07,Passable,Normale,Admis,1
6082,1098,352,2023-2024,20.0,Très Bien,Normale,Admis,1
6083,1929,307,2022-2023,12.8,Assez Bien,Normale,Admis,1
6084,2031,330,2024-2025,15.11,Bien,Rattrapage,Admis,1
6085,1436,305,2020-2021,16.0,Très Bien,Normale,Admis,1
6086,1406,307,2022-2023,17.08,Très Bien,Normale,Admis,1
6087,1725,349,2023-2024,14.89,Bien,Rattrapage,Admis,1
6088,1557,321,2023-2024,14.76,Bien,Normale,Admis,1
6089,1257,349,2021-2022,10.46,Passable,Normale,Admis,1
6090,1938,321,2023-2024,7.54,Insuffisant,Normale,Échec,0
6091,1551,351,2020-2021,11.17,Passable,Normale,Admis,1
6092,1932,347,2022-2023,14.34,Bien,Normale,Admis,1
6093,1056,315,2021-2022,11.51,Passable,Rattrapage,Admis,1
6094,1922,317,2022-2023,17.31,Très Bien,Normale,Admis,1
6095,2190,340,2024-2025,10.14,Passable,Normale,Admis,1
6096,1922,301,2024-2025,18.41,Très Bien,Normale,Admis,1
6097,1471,316,2024-2025,10.25,Passable,Normale,Admis,1
6098,1219,346,2021-2022,10.58,Passable,Normale,Admis,1
6099,1806,348,2024-2025,13.87,Assez Bien,Normale,Admis,1
6100,1592,306,2021-2022,6.83,Insuffisant,Normale,Échec,0
6101,1829,320,2020-2021,10.32,Passable,Normale,Admis,1
6102,1009,354,2023-2024,8.86,Insuffisant,Normale,Échec,0
6103,1035,315,2021-2022,12.05,Assez Bien,Normale,Admis,1
6104,1874,349,2023-2024,9.7,Insuffisant,Rattrapage,Échec,0
6105,1719,315,2020-2021,9.47,Insuffisant,Normale,Échec,0
6106,2140,303,2022-2023,20.0,Très Bien,Normale,Admis,1
6107,2002,360,2023-2024,15.68,Bien,Normale,Admis,1
6108,1495,306,2020-2021,11.09,Passable,Normale,Admis,1
6109,1167,302,2024-2025,14.46,Bien,Normale,Admis,1
6110,1832,342,2022-2023,13.53,Assez Bien,Normale,Admis,1
6111,1605,327,2020-2021,13.26,Assez Bien,Normale,Admis,1
6112,1340,321,2021-2022,13.63,Assez Bien,Normale,Admis,1
6113,1812,303,2023-2024,9.18,Insuffisant,Normale,Échec,0
6114,1592,302,2020-2021,15.22,Bien,Normale,Admis,1
6115,1576,329,2022-2023,11.22,Passable,Normale,Admis,1
6116,2068,326,2023-2024,12.68,Assez Bien,Rattrapage,Admis,1
6117,1616,357,2024-2025,15.86,Bien,Normale,Admis,1
6118,1776,350,2024-2025,13.21,Assez Bien,Normale,Admis,1
6119,2063,338,2022-2023,7.54,Insuffisant,Normale,Échec,0
6120,2042,317,2024-2025,9.23,Insuffisant,Normale,Échec,0
6121,1143,330,2020-2021,10.21,Passable,Normale,Admis,1
6122,1505,326,2020-2021,7.51,Insuffisant,Normale,Échec,0
6123,1052,304,2023-2024,18.56,Très Bien,Normale,Admis,1
6124,1960,301,2020-2021,12.2,Assez Bien,Normale,Admis,1
6125,1911,332,2021-2022,12.11,Assez Bien,Normale,Admis,1
6126,1985,321,2024-2025,15.91,Bien,Normale,Admis,1
6127,1635,339,2021-2022,8.1,Insuffisant,Normale,Échec,0
6128,1414,353,2020-2021,12.42,Assez Bien,Normale,Admis,1
6129,1910,334,2020-2021,8.49,Insuffisant,Rattrapage,Échec,0
6130,1227,360,2020-2021,15.84,Bien,Normale,Admis,1
6131,1906,307,2024-2025,14.44,Bien,Normale,Admis,1
6132,1867,354,2020-2021,13.7,Assez Bien,Normale,Admis,1
6133,1075,318,2024-2025,14.98,Bien,Normale,Admis,1
6134,1049,311,2020-2021,9.59,Insuffisant,Normale,Échec,0
6135,1549,319,2022-2023,8.44,Insuffisant,Rattrapage,Échec,0
6136,1177,352,2022-2023,15.4,Bien,Normale,Admis,1
6137,1685,355,2024-2025,11.56,Passable,Rattrapage,Admis,1
6138,1867,329,2022-2023,13.17,Assez Bien,Normale,Admis,1
6139,1466,315,2021-2022,19.42,Très Bien,Normale,Admis,1
6140,2063,320,2024-2025,16.8,Très Bien,Rattrapage,Admis,1
6141,1834,345,2022-2023,16.28,Très Bien,Normale,Admis,1
6142,1767,311,2021-2022,9.01,Insuffisant,Normale,Échec,0
6143,2163,307,2023-2024,11.04,Passable,Normale,Admis,1
6144,1055,353,2021-2022,15.21,Bien,Normale,Admis,1
6145,1480,324,2021-2022,14.83,Bien,Normale,Admis,1
6146,1003,357,2020-2021,7.65,Insuffisant,Normale,Échec,0
6147,1638,340,2024-2025,9.21,Insuffisant,Normale,Échec,0
6148,2196,312,2023-2024,14.67,Bien,Normale,Admis,1
6149,1828,323,2021-2022,12.98,Assez Bien,Normale,Admis,1
6150,1791,346,2020-2021,16.23,Très Bien,Normale,Admis,1
6151,1979,342,2023-2024,5.45,Insuffisant,Normale,Échec,0
6152,1483,307,2023-2024,12.48,Assez Bien,Rattrapage,Admis,1
6153,1444,337,2022-2023,10.89,Passable,Normale,Admis,1
6154,1876,345,2021-2022,16.22,Très Bien,Normale,Admis,1
6155,1560,333,2023-2024,13.09,Assez Bien,Rattrapage,Admis,1
6156,1312,360,2021-2022,11.04,Passable,Normale,Admis,1
6157,2148,353,2022-2023,16.89,Très Bien,Normale,Admis,1
6158,2078,325,2022-2023,14.44,Bien,Rattrapage,Admis,1
6159,1499,354,2024-2025,10.87,Passable,Normale,Admis,1
6160,1315,356,2023-2024,12.36,Assez Bien,Rattrapage,Admis,1
6161,1795,336,2023-2024,10.01,Passable,Normale,Admis,1
6162,1190,317,2020-2021,8.74,Insuffisant,Normale,Échec,0
6163,1495,318,2024-2025,12.3,Assez Bien,Normale,Admis,1
6164,1412,351,2020-2021,15.97,Bien,Normale,Admis,1
6165,1987,359,2024-2025,11.83,Passable,Normale,Admis,1
6166,1800,329,2020-2021,14.7,Bien,Normale,Admis,1
6167,1882,301,2022-2023,9.57,Insuffisant,Normale,Échec,0
6168,1746,336,2020-2021,8.57,Insuffisant,Normale,Échec,0
6169,1979,356,2021-2022,9.56,Insuffisant,Normale,Échec,0
6170,1655,330,2024-2025,6.36,Insuffisant,Rattrapage,Échec,0
6171,1257,308,2020-2021,13.71,Assez Bien,Normale,Admis,1
6172,1796,309,2022-2023,9.06,Insuffisant,Rattrapage,Échec,0
6173,1051,326,2024-2025,9.32,Insuffisant,Normale,Échec,0
6174,2142,340,2021-2022,13.95,Assez Bien,Normale,Admis,1
6175,1760,349,2022-2023,10.89,Passable,Normale,Admis,1
6176,1806,320,2023-2024,17.51,Très Bien,Normale,Admis,1
6177,1428,353,2024-2025,13.23,Assez Bien,Normale,Admis,1
6178,2096,345,2024-2025,5.19,Insuffisant,Normale,Échec,0
6179,1918,301,2020-2021,9.37,Insuffisant,Normale,Échec,0
6180,1607,343,2022-2023,7.0,Insuffisant,Normale,Échec,0
6181,1739,332,2020-2021,19.14,Très Bien,Normale,Admis,1
6182,1473,339,2021-2022,9.74,Insuffisant,Normale,Échec,0
6183,1514,343,2021-2022,9.82,Insuffisant,Normale,Échec,0
6184,1974,345,2020-2021,11.26,Passable,Normale,Admis,1
6185,2108,326,2023-2024,12.99,Assez Bien,Normale,Admis,1
6186,2195,310,2022-2023,8.97,Insuffisant,Rattrapage,Échec,0
6187,1660,309,2024-2025,12.03,Assez Bien,Normale,Admis,1
6188,1113,322,2020-2021,10.64,Passable,Normale,Admis,1
6189,1356,325,2020-2021,11.31,Passable,Normale,Admis,1
6190,1015,304,2020-2021,11.11,Passable,Normale,Admis,1
6191,1228,343,2020-2021,14.8,Bien,Normale,Admis,1
6192,1171,353,2022-2023,17.32,Très Bien,Normale,Admis,1
6193,1869,305,2023-2024,5.72,Insuffisant,Normale,Échec,0
6194,1145,355,2024-2025,18.66,Très Bien,Normale,Admis,1
6195,1942,313,2024-2025,14.89,Bien,Normale,Admis,1
6196,1529,351,2022-2023,10.75,Passable,Normale,Admis,1
6197,2054,306,2021-2022,12.37,Assez Bien,Normale,Admis,1
6198,1180,355,2021-2022,9.22,Insuffisant,Normale,Échec,0
6199,1003,304,2024-2025,16.78,Très Bien,Normale,Admis,1
6200,2049,309,2021-2022,4.32,Insuffisant,Rattrapage,Échec,0
6201,2088,355,2022-2023,12.24,Assez Bien,Normale,Admis,1
6202,1769,354,2024-2025,15.5,Bien,Normale,Admis,1
6203,1105,349,2024-2025,13.84,Assez Bien,Normale,Admis,1
6204,1830,331,2021-2022,6.64,Insuffisant,Normale,Échec,0
6205,1403,344,2021-2022,18.83,Très Bien,Normale,Admis,1
6206,1151,304,2022-2023,14.5,Bien,Normale,Admis,1
6207,1538,334,2020-2021,12.59,Assez Bien,Rattrapage,Admis,1
6208,2012,344,2023-2024,11.25,Passable,Normale,Admis,1
6209,1502,341,2023-2024,12.1,Assez Bien,Normale,Admis,1
6210,1744,321,2023-2024,12.9,Assez Bien,Normale,Admis,1
6211,1144,339,2021-2022,8.58,Insuffisant,Normale,Échec,0
6212,1259,305,2024-2025,7.7,Insuffisant,Normale,Échec,0
6213,2121,309,2021-2022,8.93,Insuffisant,Normale,Échec,0
6214,1043,327,2021-2022,13.85,Assez Bien,Normale,Admis,1
6215,1168,334,2023-2024,11.71,Passable,Normale,Admis,1
6216,1589,308,2023-2024,12.18,Assez Bien,Normale,Admis,1
6217,1788,305,2021-2022,9.4,Insuffisant,Normale,Échec,0
