id_presence,id_etudiant,id_seance,present,justifiee
7758,1773,8954,Non,Oui
7759,1096,7602,Oui,Non
7760,1204,7838,Oui,Non
7761,2013,7953,Oui,Non
7762,1984,8591,Oui,Non
7763,1319,8805,Non,Oui
7764,1960,7211,Oui,Non
7765,1437,8519,Oui,Non
7766,1606,7366,Non,Oui
7767,2167,8476,Non,Oui
7768,1049,8409,Oui,Non
7769,2049,8122,Oui,Non
7770,1998,8861,Oui,Non
7771,1946,7815,Oui,Non
7772,1344,8738,Oui,Non
7773,1713,7639,Non,Oui
7774,1148,7812,Oui,Non
7775,1476,8177,Oui,Non
7776,2046,7633,Oui,Non
7777,1989,7259,Non,Oui
7778,1111,8692,Oui,Non
7779,1958,8826,Oui,Non
7780,1092,8397,Oui,Non
7781,1044,7801,Oui,Non
7782,1221,7656,Oui,Non
7783,1719,7068,Oui,Non
7784,1379,7805,Oui,Non
7785,1061,8437,Non,Oui
7786,1966,7464,Oui,Non
7787,1277,7317,Oui,Non
7788,1114,8671,Oui,Non
7789,1900,7892,Non,Oui
7790,1662,7587,Oui,Non
7791,1665,7480,Oui,Non
7792,1367,7569,Oui,Non
7793,1234,8417,Oui,Non
7794,1569,7454,Non,Non
7795,1342,8936,Oui,Non
7796,1151,7956,Non,Non
7797,1025,7749,Oui,Non
7798,1139,7492,Oui,Non
7799,1682,7928,Non,Non
7800,1238,7458,Oui,Non
7801,1909,8756,Oui,Non
7802,2148,7789,Oui,Non
7803,1681,8705,Oui,Non
7804,1838,7226,Oui,Non
7805,1062,7903,Oui,Non
7806,1713,8364,Oui,Non
7807,2020,7018,Oui,Non
7808,1321,8276,Oui,Non
7809,1817,8089,Non,Oui
7810,1547,7593,Oui,Non
7811,1392,7704,Oui,Non
7812,2119,8207,Non,Non
7813,1355,8911,Oui,Non
7814,1309,8791,Non,Non
7815,1643,7883,Oui,Non
7816,1785,8328,Oui,Non
7817,1709,7129,Oui,Non
7818,1989,8640,Oui,Non
7819,1915,8423,Oui,Non
7820,2199,7412,Non,Oui
7821,2067,7513,Oui,Non
7822,1447,7138,Oui,Non
7823,1406,7548,Non,Oui
7824,1515,8654,Oui,Non
7825,1041,8371,Non,Non
7826,2009,7867,Oui,Non
7827,1230,7405,Oui,Non
7828,1183,7813,Non,Oui
7829,1772,7158,Oui,Non
7830,1884,8578,Oui,Non
7831,1310,8664,Oui,Non
7832,1536,8850,Oui,Non
7833,2045,7195,Non,Oui
7834,1553,8082,Non,Oui
7835,1344,8194,Oui,Non
7836,1149,8261,Oui,Non
7837,1559,7090,Oui,Non
7838,2138,8232,Oui,Non
7839,1505,7917,Non,Non
7840,1619,8135,Oui,Non
7841,1245,8658,Oui,Non
7842,1823,8056,Oui,Non
7843,1512,7017,Oui,Non
7844,2068,8745,Oui,Non
7845,2055,8110,Oui,Non
7846,1025,7676,Non,Non
7847,2041,7086,Non,Non
7848,1549,7033,Oui,Non
7849,1579,8459,Oui,Non
7850,1069,8133,Non,Oui
7851,1099,7695,Non,Oui
7852,1454,7699,Oui,Non
7853,1885,8660,Non,Non
7854,1378,8970,Non,Non
7855,1484,7141,Oui,Non
7856,1850,8165,Oui,Non
7857,1046,8823,Oui,Non
7858,1154,7330,Oui,Non
7859,1881,8972,Non,Non
7860,1865,8589,Oui,Non
7861,2036,7236,Oui,Non
7862,1711,8160,Oui,Non
7863,1390,7813,Oui,Non
7864,1106,7937,Oui,Non
7865,2043,8687,Non,Oui
7866,1540,8198,Oui,Non
7867,1154,8736,Non,Non
7868,1010,8766,Oui,Non
7869,1001,7502,Oui,Non
7870,1532,8526,Oui,Non
7871,1855,8984,Oui,Non
7872,2015,8466,Oui,Non
7873,1860,7801,Non,Oui
7874,2050,8294,Oui,Non
7875,1047,7585,Oui,Non
7876,1118,7621,Non,Non
7877,2027,8167,Oui,Non
7878,1812,7596,Oui,Non
7879,1815,7555,Oui,Non
7880,2083,7790,Oui,Non
7881,2155,8798,Oui,Non
7882,1267,8575,Oui,Non
7883,1464,7048,Oui,Non
7884,1303,7556,Oui,Non
7885,2132,8879,Non,Non
7886,1522,7193,Oui,Non
7887,1446,8372,Non,Oui
7888,1744,8004,Non,Oui
7889,2115,7813,Oui,Non
7890,1028,8409,Oui,Non
7891,2033,7410,Oui,Non
7892,1640,8812,Oui,Non
7893,1756,7556,Non,Non
7894,1572,8722,Oui,Non
7895,1971,8055,Oui,Non
7896,2157,8118,Oui,Non
7897,1353,7032,Non,Oui
7898,1785,7764,Oui,Non
7899,1402,7365,Oui,Non
7900,1850,8660,Oui,Non
7901,1939,7893,Oui,Non
7902,1285,7492,Oui,Non
7903,1484,7170,Oui,Non
7904,1473,8856,Non,Oui
7905,2091,7422,Oui,Non
7906,1706,8977,Oui,Non
7907,1964,8711,Oui,Non
7908,1068,7330,Oui,Non
7909,1275,8831,Non,Non
7910,1181,8764,Oui,Non
7911,1166,8389,Oui,Non
7912,2156,7607,Non,Oui
7913,1037,7274,Oui,Non
7914,2171,7587,Oui,Non
7915,1458,8592,Oui,Non
7916,1438,7569,Oui,Non
7917,1578,8427,Oui,Non
7918,1150,7063,Oui,Non
7919,1382,8946,Oui,Non
7920,1254,8694,Oui,Non
7921,1875,8980,Oui,Non
7922,2174,8305,Oui,Non
7923,1870,7865,Oui,Non
7924,1527,7964,Oui,Non
7925,1279,8539,Oui,Non
7926,1200,7163,Oui,Non
7927,1126,7605,Oui,Non
7928,1472,8044,Oui,Non
7929,1960,8733,Oui,Non
7930,1808,7037,Oui,Non
7931,2119,7916,Oui,Non
7932,1975,8610,Oui,Non
7933,1709,8320,Oui,Non
7934,1579,7292,Oui,Non
7935,1434,8212,Oui,Non
7936,1266,7275,Oui,Non
7937,1738,8813,Oui,Non
7938,1977,7924,Oui,Non
7939,1934,7935,Oui,Non
7940,1914,8382,Oui,Non
7941,1338,7219,Oui,Non
7942,2068,8077,Oui,Non
7943,1205,8917,Non,Oui
7944,1885,7072,Non,Non
7945,1776,7389,Oui,Non
7946,2193,8694,Oui,Non
7947,2095,8002,Oui,Non
7948,2036,8789,Oui,Non
7949,1033,8553,Oui,Non
7950,1585,7947,Oui,Non
7951,2148,7506,Oui,Non
7952,2031,8622,Oui,Non
7953,1916,8542,Oui,Non
7954,1786,8181,Oui,Non
7955,1501,8398,Oui,Non
7956,2078,7698,Oui,Non
7957,1112,7308,Oui,Non
7958,1636,7835,Non,Non
7959,1860,8460,Oui,Non
7960,1972,8213,Oui,Non
7961,1912,8321,Non,Oui
7962,1140,8065,Oui,Non
7963,1890,7441,Non,Non
7964,1161,8789,Oui,Non
7965,2176,7667,Oui,Non
7966,1596,8598,Oui,Non
7967,2200,7277,Oui,Non
7968,1133,7236,Oui,Non
7969,1687,8533,Oui,Non
7970,1471,8952,Oui,Non
7971,1106,7179,Oui,Non
7972,1944,7438,Oui,Non
7973,2170,7866,Oui,Non
7974,1403,8035,Oui,Non
7975,1724,7599,Non,Non
7976,2153,8933,Oui,Non
7977,2011,8391,Oui,Non
7978,1176,8450,Oui,Non
7979,1315,8660,Oui,Non
7980,1091,8127,Non,Oui
7981,1253,7048,Oui,Non
7982,1200,8521,Oui,Non
7983,2034,8674,Oui,Non
7984,1853,8221,Oui,Non
7985,1374,7655,Oui,Non
7986,2001,7663,Oui,Non
7987,1221,7519,Oui,Non
7988,1088,8158,Non,Non
7989,1912,7202,Oui,Non
7990,1029,8360,Oui,Non
7991,1004,8461,Oui,Non
7992,1724,8055,Oui,Non
7993,1376,7559,Oui,Non
7994,1358,7991,Oui,Non
7995,1601,8796,Non,Non
7996,1808,7868,Non,Non
7997,1264,8269,Oui,Non
7998,2058,7407,Oui,Non
7999,1708,7236,Non,Non
8000,1952,7319,Oui,Non
8001,1131,7369,Oui,Non
8002,1525,7422,Oui,Non
8003,1482,7671,Oui,Non
8004,1885,7949,Oui,Non
8005,1917,8393,Oui,Non
8006,1910,7436,Oui,Non
8007,1267,7795,Oui,Non
8008,1686,8090,Oui,Non
8009,1424,8364,Non,Oui
8010,1614,8452,Oui,Non
8011,1897,8228,Oui,Non
8012,1003,7964,Oui,Non
8013,1374,8777,Non,Oui
8014,1846,7175,Oui,Non
8015,1073,7986,Non,Non
8016,1805,8818,Non,Non
8017,1845,8238,Oui,Non
8018,1560,7972,Oui,Non
8019,1185,7941,Oui,Non
8020,1349,7594,Oui,Non
8021,1755,7799,Oui,Non
8022,1502,8603,Oui,Non
8023,1315,7714,Non,Oui
8024,1793,8906,Oui,Non
8025,1762,8465,Non,Non
8026,1743,7668,Oui,Non
8027,1778,8003,Oui,Non
8028,1022,7972,Oui,Non
8029,1114,8355,Non,Non
8030,2071,8411,Oui,Non
8031,1610,8663,Oui,Non
8032,1791,7549,Oui,Non
8033,1148,7376,Non,Oui
8034,1181,7534,Oui,Non
8035,1420,8345,Oui,Non
8036,1485,7220,Oui,Non
8037,1809,7361,Oui,Non
8038,1684,7808,Non,Non
8039,1524,7457,Oui,Non
8040,1079,8195,Oui,Non
8041,1690,7806,Oui,Non
8042,1034,7127,Non,Oui
8043,1412,7799,Oui,Non
8044,1242,8624,Oui,Non
8045,1159,7797,Non,Oui
8046,1913,8046,Oui,Non
8047,1114,8785,Oui,Non
8048,2027,7222,Oui,Non
8049,1746,8568,Oui,Non
8050,1976,8534,Non,Non
8051,1505,8238,Oui,Non
8052,1328,7989,Oui,Non
8053,1650,8190,Non,Non
8054,1804,7903,Oui,Non
8055,1126,7686,Oui,Non
8056,2059,8214,Oui,Non
8057,1076,7972,Oui,Non
8058,1374,8421,Oui,Non
8059,1787,8248,Oui,Non
8060,1197,7667,Oui,Non
8061,2125,7375,Oui,Non
8062,1020,7102,Non,Non
8063,2176,7507,Oui,Non
8064,1215,7435,Oui,Non
8065,2172,7400,Non,Oui
8066,1537,7862,Oui,Non
8067,1132,7512,Oui,Non
8068,2117,8730,Oui,Non
8069,1156,7737,Oui,Non
8070,1172,8420,Oui,Non
8071,1139,8078,Oui,Non
8072,1767,7130,Oui,Non
8073,1724,8632,Oui,Non
8074,1175,7969,Oui,Non
8075,1747,7689,Oui,Non
8076,1321,7318,Oui,Non
8077,1755,7741,Oui,Non
8078,1662,8140,Non,Non
8079,1053,8781,Oui,Non
8080,1012,8606,Non,Oui
8081,1303,8121,Oui,Non
8082,1364,8246,Oui,Non
8083,1731,8947,Non,Non
8084,1899,8080,Oui,Non
8085,1213,7768,Oui,Non
8086,1398,7719,Oui,Non
8087,1840,7616,Non,Non
8088,1321,7841,Oui,Non
8089,1635,8742,Oui,Non
8090,1545,7845,Oui,Non
8091,1738,7658,Oui,Non
8092,1310,8837,Oui,Non
8093,1211,8553,Oui,Non
8094,1252,8128,Oui,Non
8095,1101,8078,Non,Non
8096,2106,7984,Oui,Non
8097,1636,8677,Oui,Non
8098,1053,8531,Non,Oui
8099,2112,7228,Oui,Non
8100,1656,8085,Oui,Non
8101,1004,8152,Oui,Non
8102,1862,7997,Non,Non
8103,1533,7520,Oui,Non
8104,1163,8205,Oui,Non
8105,2089,8662,Oui,Non
8106,2123,8956,Oui,Non
8107,1398,8700,Oui,Non
8108,1606,7796,Oui,Non
8109,1497,8917,Oui,Non
8110,1616,8674,Oui,Non
8111,1567,8524,Oui,Non
8112,1469,7407,Oui,Non
8113,1303,7320,Non,Non
8114,1882,8884,Oui,Non
8115,1153,7707,Non,Non
8116,1448,7994,Oui,Non
8117,2126,8815,Oui,Non
8118,1502,7591,Oui,Non
8119,1338,7237,Non,Oui
8120,1018,7655,Oui,Non
8121,1970,7268,Non,Oui
8122,1055,8279,Oui,Non
8123,2155,7875,Oui,Non
8124,1156,7553,Oui,Non
8125,1997,7924,Oui,Non
8126,1840,7774,Oui,Non
8127,2091,8539,Oui,Non
8128,1650,8190,Oui,Non
8129,2141,7191,Oui,Non
8130,1611,7993,Oui,Non
8131,1893,7748,Non,Oui
8132,1904,8323,Oui,Non
8133,1717,8074,Oui,Non
8134,1614,8037,Oui,Non
8135,1710,8850,Oui,Non
8136,1742,7928,Oui,Non
8137,1232,8638,Oui,Non
8138,2097,7519,Oui,Non
8139,1800,7133,Non,Oui
8140,2157,7656,Non,Oui
8141,1981,7514,Oui,Non
8142,1990,7569,Oui,Non
8143,1324,7163,Oui,Non
8144,2040,7562,Oui,Non
8145,1911,7757,Oui,Non
8146,1149,8609,Oui,Non
8147,2123,8549,Non,Non
8148,2064,7961,Oui,Non
8149,2010,8214,Oui,Non
8150,1453,7260,Non,Non
8151,1083,8310,Oui,Non
8152,1123,7663,Oui,Non
8153,1655,7588,Oui,Non
8154,1233,7898,Oui,Non
8155,1660,8128,Oui,Non
8156,1067,7661,Oui,Non
8157,1138,8171,Oui,Non
8158,1621,8896,Oui,Non
8159,1838,7258,Oui,Non
8160,1962,7212,Non,Non
8161,1480,7506,Non,Oui
8162,1833,7689,Non,Non
8163,1762,8797,Oui,Non
8164,1755,8255,Oui,Non
8165,2199,8374,Non,Oui
8166,2169,7811,Oui,Non
8167,1381,8496,Non,Oui
8168,1827,8877,Oui,Non
8169,2004,8148,Oui,Non
8170,1667,8297,Oui,Non
8171,2131,7300,Oui,Non
8172,1976,7390,Oui,Non
8173,1871,7507,Oui,Non
8174,1961,7934,Oui,Non
8175,2056,8485,Oui,Non
8176,1896,8732,Oui,Non
8177,1056,8166,Oui,Non
8178,2167,8022,Oui,Non
8179,1668,8905,Oui,Non
8180,1023,8620,Oui,Non
8181,1599,7569,Non,Oui
8182,1909,8443,Non,Non
8183,1819,7322,Oui,Non
8184,1056,8406,Non,Non
8185,1905,8254,Oui,Non
8186,1373,8413,Oui,Non
8187,1303,7919,Non,Oui
8188,1708,7594,Oui,Non
8189,1033,7682,Oui,Non
8190,1161,8512,Oui,Non
8191,2024,7248,Oui,Non
8192,1906,7655,Oui,Non
8193,2129,8721,Oui,Non
8194,1906,7338,Oui,Non
8195,1647,8134,Oui,Non
8196,2133,7943,Oui,Non
8197,2037,8375,Oui,Non
8198,1015,8014,Oui,Non
8199,1646,8567,Oui,Non
8200,2128,8652,Oui,Non
8201,1401,8519,Oui,Non
8202,1978,7291,Oui,Non
8203,1445,8783,Oui,Non
8204,1760,7069,Oui,Non
8205,1050,7716,Oui,Non
8206,1389,8746,Oui,Non
8207,1851,7919,Oui,Non
8208,1264,8096,Oui,Non
8209,1795,8122,Oui,Non
8210,1922,8601,Oui,Non
8211,1376,7991,Oui,Non
8212,1684,7460,Non,Non
8213,2141,8579,Oui,Non
8214,1592,8967,Oui,Non
8215,1350,7636,Oui,Non
8216,1969,7212,Oui,Non
8217,1006,8784,Oui,Non
8218,2160,7073,Non,Non
8219,2087,7442,Non,Non
8220,2146,7535,Oui,Non
8221,2028,7419,Oui,Non
8222,2057,8903,Non,Oui
8223,1908,7332,Oui,Non
8224,1809,7872,Oui,Non
8225,1848,7095,Oui,Non
8226,1761,8913,Non,Oui
8227,1729,7920,Oui,Non
8228,1670,7596,Oui,Non
8229,1007,7653,Oui,Non
8230,1906,7986,Non,Non
8231,1025,7602,Non,Oui
8232,1673,8410,Oui,Non
8233,2029,8123,Non,Non
8234,2108,8868,Oui,Non
8235,1667,8083,Oui,Non
8236,1433,7702,Oui,Non
8237,1598,8549,Oui,Non
8238,1968,8289,Oui,Non
8239,2079,7044,Oui,Non
8240,1234,7034,Oui,Non
8241,1176,7758,Oui,Non
8242,1957,8506,Oui,Non
8243,2188,7502,Non,Non
8244,1777,7029,Oui,Non
8245,1244,7877,Oui,Non
8246,1235,7177,Oui,Non
8247,1752,8290,Oui,Non
8248,1895,7183,Oui,Non
8249,1583,7035,Oui,Non
8250,1903,8359,Oui,Non
8251,1093,7087,Oui,Non
8252,1639,7688,Oui,Non
8253,1070,8944,Oui,Non
8254,1283,7267,Oui,Non
8255,1048,7832,Oui,Non
8256,1077,8899,Non,Non
8257,1636,8244,Oui,Non
8258,1496,7681,Oui,Non
8259,1714,8514,Oui,Non
8260,2037,8937,Oui,Non
8261,1462,8615,Oui,Non
8262,1433,8152,Oui,Non
8263,1600,7998,Oui,Non
8264,1338,7624,Oui,Non
8265,2045,8877,Oui,Non
8266,1993,7079,Oui,Non
8267,1453,7483,Oui,Non
8268,1608,8785,Oui,Non
8269,1377,7534,Oui,Non
8270,1834,7823,Oui,Non
8271,1073,8578,Oui,Non
8272,1072,7533,Oui,Non
8273,2124,7038,Oui,Non
8274,2127,8778,Oui,Non
8275,1855,8016,Oui,Non
8276,1648,7214,Oui,Non
8277,2179,7772,Oui,Non
8278,1897,7105,Oui,Non
8279,2029,8936,Oui,Non
8280,1151,8020,Oui,Non
8281,2027,8984,Non,Non
8282,1816,8986,Oui,Non
8283,2093,8866,Oui,Non
8284,1457,8830,Oui,Non
8285,2118,7603,Oui,Non
8286,1223,8392,Oui,Non
8287,1197,7748,Oui,Non
8288,1781,7517,Oui,Non
8289,1838,7789,Oui,Non
8290,1475,7229,Non,Oui
8291,1716,7449,Oui,Non
8292,1261,7904,Oui,Non
8293,2026,7927,Oui,Non
8294,1332,8612,Oui,Non
8295,2197,7727,Oui,Non
8296,2197,8929,Non,Non
8297,1574,7746,Oui,Non
8298,1123,8293,Oui,Non
8299,2036,8264,Oui,Non
8300,1246,7955,Oui,Non
8301,1184,8554,Non,Non
8302,2016,7193,Oui,Non
8303,1569,7354,Non,Oui
8304,1169,7543,Oui,Non
8305,1918,7180,Non,Non
8306,1543,7538,Non,Oui
8307,1758,7380,Oui,Non
8308,1582,8984,Oui,Non
8309,2025,8516,Oui,Non
8310,1849,8513,Oui,Non
8311,1756,7527,Oui,Non
8312,2175,8635,Oui,Non
8313,1949,8143,Non,Non
8314,2037,7994,Oui,Non
8315,1388,8661,Non,Oui
8316,1394,7910,Oui,Non
8317,1804,8907,Oui,Non
8318,1338,7640,Oui,Non
8319,1854,7005,Non,Non
8320,1996,7577,Oui,Non
8321,1248,7637,Oui,Non
8322,1554,7007,Oui,Non
8323,1892,8421,Oui,Non
8324,1722,7392,Oui,Non
8325,1667,7724,Oui,Non
8326,1177,8141,Oui,Non
8327,1882,8475,Oui,Non
8328,1181,7426,Oui,Non
8329,1252,8768,Oui,Non
8330,1706,7149,Oui,Non
8331,1721,7560,Non,Non
8332,1742,8583,Non,Non
8333,1986,7695,Oui,Non
8334,1824,8849,Oui,Non
8335,1127,8046,Oui,Non
8336,2077,8890,Non,Non
8337,1028,7899,Oui,Non
8338,1148,7310,Oui,Non
8339,1421,7629,Oui,Non
8340,1378,8345,Oui,Non
8341,2001,8085,Oui,Non
8342,1509,7311,Non,Non
8343,1325,7925,Oui,Non
8344,1317,8799,Oui,Non
8345,1920,7916,Oui,Non
8346,1597,7890,Non,Oui
8347,2038,8626,Non,Oui
8348,1254,8190,Oui,Non
8349,1600,8562,Oui,Non
8350,1915,8312,Oui,Non
8351,1603,8196,Oui,Non
8352,2178,7593,Oui,Non
8353,1398,8613,Oui,Non
8354,1855,8002,Oui,Non
8355,2014,7322,Oui,Non
8356,1826,7838,Non,Non
8357,1010,8864,Oui,Non
8358,1471,7829,Oui,Non
8359,1900,8324,Oui,Non
8360,1383,7066,Oui,Non
8361,1813,7253,Oui,Non
8362,1423,8791,Non,Non
8363,1922,8223,Oui,Non
8364,1499,7620,Oui,Non
8365,1425,8136,Oui,Non
8366,1454,7388,Oui,Non
8367,1654,8630,Oui,Non
8368,1197,8049,Non,Non
8369,1816,7825,Oui,Non
8370,1024,7323,Oui,Non
8371,1277,8102,Oui,Non
8372,1245,8785,Oui,Non
8373,2026,8083,Oui,Non
8374,1749,8956,Non,Non
8375,1226,7725,Oui,Non
8376,1494,8154,Oui,Non
8377,1194,7737,Oui,Non
8378,1533,8658,Oui,Non
8379,1651,8188,Oui,Non
8380,1774,8587,Non,Oui
8381,2025,7861,Oui,Non
8382,1779,7724,Non,Oui
8383,1814,7078,Oui,Non
8384,1358,8659,Non,Oui
8385,2013,8131,Oui,Non
8386,1270,7297,Oui,Non
8387,1215,8308,Non,Non
8388,1300,8780,Oui,Non
8389,1204,8931,Non,Oui
8390,1502,7691,Oui,Non
8391,1852,7257,Oui,Non
8392,2085,7593,Oui,Non
8393,1662,8775,Oui,Non
8394,2192,8017,Oui,Non
8395,1279,8453,Non,Oui
8396,2073,7132,Oui,Non
8397,1979,8316,Oui,Non
8398,1866,8088,Oui,Non
8399,1767,7102,Oui,Non
8400,2132,7191,Non,Oui
8401,2142,8905,Oui,Non
8402,1233,7596,Non,Non
8403,1463,7965,Oui,Non
8404,1929,7170,Non,Oui
8405,2185,7037,Non,Non
8406,1021,8235,Oui,Non
8407,1107,7699,Non,Oui
8408,1802,7363,Non,Non
8409,1082,7988,Oui,Non
8410,1364,8336,Oui,Non
8411,2052,8691,Non,Oui
8412,1920,8278,Oui,Non
8413,2095,8727,Oui,Non
8414,1352,7130,Oui,Non
8415,1946,7468,Oui,Non
8416,1677,8924,Oui,Non
8417,1425,7355,Oui,Non
8418,1929,8374,Oui,Non
8419,1672,7525,Oui,Non
8420,1608,8214,Oui,Non
8421,1510,8128,Oui,Non
8422,1606,8003,Oui,Non
8423,1754,7598,Oui,Non
8424,1175,8037,Oui,Non
8425,1638,7740,Oui,Non
8426,1931,8119,Oui,Non
8427,1974,8668,Oui,Non
8428,2176,7356,Oui,Non
8429,1553,8544,Oui,Non
8430,1819,7842,Oui,Non
8431,1496,7980,Non,Non
8432,1749,8328,Non,Oui
8433,1689,8115,Oui,Non
8434,2010,7740,Oui,Non
8435,2024,8532,Oui,Non
8436,1065,8264,Oui,Non
8437,1386,7237,Oui,Non
8438,1297,7195,Oui,Non
8439,1160,8626,Oui,Non
8440,1743,8204,Oui,Non
8441,1005,7580,Oui,Non
8442,1485,7226,Oui,Non
8443,1862,8190,Non,Oui
8444,1038,7237,Oui,Non
8445,1640,7831,Oui,Non
8446,1410,8887,Oui,Non
8447,1015,8740,Non,Oui
8448,1357,8658,Non,Oui
8449,2162,7425,Non,Oui
8450,1795,8523,Oui,Non
8451,1792,7817,Oui,Non
8452,1240,7777,Non,Oui
8453,1108,8852,Oui,Non
8454,1320,7390,Oui,Non
8455,1131,7974,Oui,Non
8456,1920,7248,Oui,Non
8457,2193,7605,Oui,Non
8458,1513,7095,Oui,Non
8459,1226,8237,Oui,Non
8460,2173,7742,Oui,Non
8461,1151,8225,Oui,Non
8462,1682,7846,Non,Oui
8463,1477,8306,Oui,Non
8464,1855,7463,Oui,Non
8465,1756,7179,Oui,Non
8466,1886,7489,Oui,Non
8467,1541,7225,Oui,Non
8468,1058,7308,Oui,Non
8469,2080,8605,Oui,Non
8470,1981,7201,Oui,Non
8471,1849,7669,Oui,Non
8472,1045,7346,Oui,Non
8473,1344,8981,Oui,Non
8474,1913,7902,Oui,Non
8475,1167,8361,Oui,Non
8476,1090,7753,Oui,Non
8477,2021,7691,Oui,Non
8478,1264,8461,Oui,Non
8479,2011,8422,Oui,Non
8480,1713,7335,Oui,Non
8481,1250,7647,Oui,Non
8482,2071,8279,Oui,Non
8483,2074,8219,Oui,Non
8484,2135,8766,Non,Oui
8485,1978,8989,Oui,Non
8486,1233,7192,Oui,Non
8487,1333,8482,Oui,Non
8488,1322,7600,Oui,Non
8489,2026,7639,Oui,Non
8490,1853,7901,Non,Non
8491,1418,7909,Oui,Non
8492,1963,8835,Oui,Non
8493,1190,8175,Non,Non
8494,1840,7824,Non,Oui
8495,1636,8853,Oui,Non
8496,2112,7721,Non,Non
8497,1011,7394,Oui,Non
8498,1251,8331,Oui,Non
8499,2010,7826,Non,Oui
8500,1060,7793,Non,Oui
